HAUS,ANLAGE,ABLEINH,TOUR,ME_MA_ID,CITY1,CITY2,HOUSE_NUM1,POST_CODE1,EQUNR,ENTSCHEIDUNG,REGEL
"fZEzlapYGdRzAstmboOjUQ+aXVESyiwdpLyGQHd","lSPeVmXihHZj/XGlfSYvmKRAmsVeVmCqYhjJ+Vh","J09B6501","J09B","YIYSWXReUHUNYRQSnJMskWYXXcnsNVgqIBtZKOX","Meinerzhagen","Meinerzhagen","33","58540","oCQIWAbRnvRAvspTUZS/kRJJouwHnVZOMZCqFde","KSA","Standard nach Anzahl Stromzähler"
"dWObsQTnxIQEoeDVpYSargXKqJwWGyGYxQLfQVz","sbWTUSfWcjMI/d+BXcRTOTfmjWUxShXMduSUyup","J09B1612","J09B_J","kuUdnicQymTUaCDzZjpVTFaYRhyNChkdwApyspp","Hagen","Fley","8","58093","YDNiYYYv/fqbaZE/RpTEKkLUQRHVMQGEs+qqxfv","KSA","Standard nach Anzahl Stromzähler"
"ZRhgRtDmQUvWVGBMpYTxNGIRvCZuAOmLPYZKFoS","ATZeVdKImYPU/UeSRqAyRDzMYOq/dRkMiABtXsC","J09B6503","J09B","cHcDWQYTSftEnebJobmgjZoVJYQFMgoqSTEJueY","Meinerzhagen","Meinerzhagen","4","58540","vTYVgXBLARYfOkaAsWEjDMVrmQnvWFHQoRXtRwx","EVU","Standard nach Anzahl Stromzähler"
"bDlauQiEdImKZQYYYwPhSeIaZf+CTvYrjrOYvHF","lTzCpTeMpUdtzEtlOPrlUIQhqvRZXXAMmdDVQFh","J09B6504","J09B","sW/WFfSPn/PXXl+LxuCXSE+xuZZwAVcvhmgpRiU","Meinerzhagen","Meinerzhagen","6","58540","rkVBIQNCdOAVOeqrQrUwYXwdeSUeUUJxUdUZtZf","KSA","Standard nach Anzahl Stromzähler"
"kcEgFSVudxuyAnldqQUzGTwtYXjZWikCuuXVQUf","hPZkTsjmSFQwlDwmvrZrBhrUHeVuAdMBiCpYhHx","J09B4011","J09B_L","qkWBEQIGTXLZUWixUpILyqdUoXZxFpcKcAXoLSN","Lüdenscheid",,"23","58507","ssRhVZbZzTUUuQJTTfRRYcRnBYHZrgKFAf+PRDL","EVU","Standard nach Anzahl Stromzähler"
"HHChGI//yxeyODVQZOXQCbNuNrFQPXHGyUP/ZIn","YECrEhywGaSXQodUUWJnDrk+eRBoXSPfUSdUzX/","J09B6502","J09B","SBtHwXnjgh+kDFYwCVFCIjRThUTdjJVXCRHASPl","Meinerzhagen","Meinerzhagen","1","58540","nYVKSyvcLoMuDktHTqOHNXVSPXXQaWKeIpzFAUa","KSA","Standard nach Anzahl Stromzähler"
"hWcdwsTUkwnERpdroSirnVTVZfnrFHlJAOIFXnV","ysMkGMZjViGySOySTXWtQVOeKDPDJMkmQjWZwvH","J09B4011","J09B_L","XQYEOPEJWhdOYtuwxKfMYGVKmOxidrTLwhgvNYQ","Lüdenscheid","Lüdenscheid","14","58507","WhFaQkYcoiTWLMDLUTJ/+KWONMqYLIVYGTQWnGR","KSA","Standard nach Anzahl Stromzähler"
"PUkBHMT+VMgSEmRFxDrUqVTayiOzkShGMgQZXWJ","KZE+bBVDfEGtZ/olVQYwpMSW/Tb+YBWbxoLZVhs","J09B1521","J09B_J","NiXTpIlULUETtBXiZDFZcPIKKuGtQHacddXPXxS","Hagen","Altenhagen","7","58097","UTceOVbkXvXDXpJhhZYcSsRyBjC+WSBwrHEsryD","EVU","Standard nach Anzahl Stromzähler"
"QEkVMcnZVVXGq/XtqxlnmnLZYnrXTpM+VoQ/jFh","YuNWBXYBZZ+ZDTOKUQnbR/IBOQeTUSPbZPLFggM","J09B1611","J09B_J","iYhturngNJTVigTWZdLlaDm/PzKWjuSeBADbWDr","Hagen","Boele","11","58099","KqSWeJVoWYhmQUlLETWzCkuTrkNsXYGAuEcFnEl","KSA","Standard nach Anzahl Stromzähler"
"TogRzPHmWWbjrXSf/s+nDyjXecFeTJRgLehUbUH","RYneTZSyoEnKqTzsyqoMMOVTXKjATUEUYeplCjx","J09B6251","J09B","JcVpnCsxSqazTyiDSLfjvrBUjYUVNIhQwQKYgDm","Plettenberg","Bremcke","11","58840","PYGfvjUHUUIlUZYHDXbJFeqyCjXTJgiRGvAqjgf","KSA","Standard nach Anzahl Stromzähler"
"agWiXvSBbISyABEbj/cGZUZNsbhTRwSgRmXIlON","lMnKrsNoShTVBQEsBuZCWnAlKVRvYxzwGZyVGxr","J09B1612","J09B_J","YVeMIaTOXVXmWFvUoCNEYaeGTJXmjwhrRJnVlim","Hagen","Boele","2","58099","WUQJIQmTPuKjvEGCyIWhIEazSTIYUQwqSoVyjHV","EVU","Standard nach Anzahl Stromzähler"
"pWZrJpFkLFRyWYRoXSsAjKFixzfBTXWGwUXwyzR","pAPBzLmseTIHYbQVOzPVKWSEOTOVneTgUBQcrwt","J09B6251","J09B","VOSYVTUshrlFcsVuUZzVjScQ+VWoRgjjgjVTptN","Plettenberg","Bremcke","12","58840","DdUBQlKHqGH+EVGPoPTWFynjuoAVunLMHYRnzBz","KSA","Standard nach Anzahl Stromzähler"
"/bXiauzpDhTLkULZxZPmYNClFgSjygLZsLBbyqi","LtzzrawQhlk//KPNYI/ZWRIGlCComGViUIUqpWb","J09B1531","J09B_J","YjrPlXsdnlSWQgYduYjemRW/zfCwudsXaZrKRbR","Hagen","Ischeland","122","58097","dJrIjv/xnDcvlDyjdnEHT/xgRmnIyTfYXgEfLfy","EVU","Standard nach Anzahl Stromzähler"
"wUWmFBjkLOS/UzCVmgWCTWRYJiJiRPhfDXqmxUH","ePSSZrodWhFRCxQykUlVVtJUYrpwaTWJzzZDSDd","J09B6253","J09B","TXYSsSskxFkQygGPbiAtFFjYHfruuEIwoFiwoYS","Plettenberg","Bremcke","21","58840","lfOGRlAXUErdHIAoKzYfWSTW+pMFkTQw/yt/aWY","KSA","Standard nach Anzahl Stromzähler"
"KcSRHXj+UmUnSa+EiWrJiUSQZYIsCYBQmh+pVyN","GGWUWYqYUVPRSniXh/GMCD/mGzLonHWrkQA+wlm","J09B4011","J09B_L","QRCXlaUJqlGQRnAcojDkxXzbcjObRFqyQecYyn+","Lüdenscheid",,"1","58507","QimdAFVWbWmOcXvpFRyHVaQ/SoaiLPDmQRJBSIJ","KSA","Standard nach Anzahl Stromzähler"
"pxCQjYLLZJQhUONJKY/oSjUZqLoTYvWGQwgbXEX","EYsGSXEvWQHYPq/lAdjGwrewCEYpTMcyzvQMoWX","J09B4011","J09B_L","NHWoTrNW+umBeCeLbIfGwBUhsmtaRBZSTJZaYtb","Lüdenscheid",,"21","58513","RRKdTASPVZqLA+QFoQpYeEsmoXUcEjEcaaTWXMw","KSA","Standard nach Anzahl Stromzähler"
"BhskHfDXRbcYNDA+szLhBkC/YDUVAvqY/gJZDqY","ikNfJazwbTSqCodcpdYNuQXSJNYZOpsRTos+qKk","J09B6251","J09B","FZCbobsEoFAGXTeiwvMNIUpLHhwuZomQYVyxPUq","Plettenberg","Bremcke","5","58840","VQkgP/EBFeEqyTtLZgLVdOVmhWcTQYcgjYwjyXO","KSA","Standard nach Anzahl Stromzähler"
"zfFKmFxhkqtEYctgVutaVdOtStQnTQeTsPNDkWs","uMQrXrtiURZUEZgE/tMCcIb+ZTrSazhOOQhfnPq","J09B4011","J09B_L","EUIBsZOtROTnVirUzTP/UJlhfIDSYa+gwFifNQe","Lüdenscheid","Lüdenscheid","45","58507","OEVnEMIbpYUUQJoMJYxNxMxhucQeImXM/kkTTaP","EVU","Standard nach Anzahl Stromzähler"
"OAZBQZOZBZYULbVuChVUIQqKY/rfmVsitYUCBVG","YITntEKTYAcbIjeRGiRIbYcfrLLeQYbuDXzmMYp","J09B1701","J09B_J","KM/VPCbcSaSKO+nEXGkFWfkQBDEl/wyVBRZMYRR","Hagen","Vorhalle","9","58089","rnSTSZRDnaVXokzfzenKMhqzODTiAssEmgTbyIy","KSA","Standard nach Anzahl Stromzähler"
"KXWDoRXmBTSyKAkXGedNmTHDorVYhYfjjbYiRhR","t+IXM+aePUMXTVhLOimEoOHDCWRsLhWKvJWHWkM","J09B6204","J09B","sWBTP/fV/TcOVqJbruzbZQjiywyIYDrtQKPDUWh","Plettenberg","Plettenberg I","39","58840","lazkERgeYjVaAFygypwJIPvWAUntZiTVezWjQoy","EVU","Standard nach Anzahl Stromzähler"
"AaruSLTIocYCnRXaCoooxI+ZVlJJOXpkoX/qMjg","gPwFFVZc+OBwLOgzaUxjaXlu+fHTpdHXOZCU+lC","J09B6501","J09B","nMUieYAHtRdiLqWSTouTYnbAVyYQaqBoZzJkSYb","Meinerzhagen","Meinerzhagen","30","58540","JKPRzgSUPQPZWNyJxTPiGhYTubjRpuLprUBLGDZ","EVU","Standard nach Anzahl Stromzähler"
"wsy+QO/tuIXPFRXUwWoNbOsWmsOwsFUFjrXgueo","UhBkoZRV/UIDEcTPyRxSXBZmUmFQLkXlSvlJZOX","J09B1612","J09B_J","zVVBQEtbrP/BsurMLibZcFvVjZSRjPTgODKfZjn","Hagen","Fley","11","58093","FAuPSINYBWigRcRHwErmwhVXhQoiT/yUADKvSWW","KSA","Standard nach Anzahl Stromzähler"
"epITSuXLWXoNavN+NjcmmQzpuWRVKnXZSSYXtGa","iQHQ/gPEBvTuhNY/WACMkMXTcpTTRiuokDQdAQI","J09B6503","J09B","ysRzQPzZvYrY/YRBUaIZnSA/WWqHXk/BXTvjOdf","Meinerzhagen","Meinerzhagen","17","58540","jdxRRagnmkX+buQtBVSFPMggQfZWYdx+wAXsWvT","EVU","Standard nach Anzahl Stromzähler"
"zZzcSXKxhqlykfUVHZKvRZZusD//uDuTYbkF+ra","VNtyZhUFufioZkIjRg+IYLCQZSJKbEEXUOyZyDS","J09B6504","J09B","OQvzVjYldFFhWuwCCFpKhjtQyTVtfadWSWHNQjU","Meinerzhagen","Meinerzhagen","2","58540","/Q/FyDfFPWQbSr+sZMIQuYTUfiJLizdSFZVWfdL","EVU","Standard nach Anzahl Stromzähler"
"DeKBJQX+Z/IOzPNJXEXuCiUOlTPlADYeYtYRlQ/","/dWGXZBeYiWoKvQABiinCYrWYeRtbpKEkijUyQp","J09B4011","J09B_L","WUaBvlJYWllqOTmHfxcQKVPqHEYengWohTjBbbw","Lüdenscheid",,"34","58507","GHZUxO/lyPQsbFWSaChkYiC/NwHQmSqXXkvJmL/","KSA","Standard nach Anzahl Stromzähler"
"FRLVRSWSTsRtgZREKVKXCNmTSrhUpSARXfkDAdL","gifVTgvQ+zGTUApTaIwFwROEgXRQsXhdmQgDoZc","J09B1612","J09B_J","wXmjBkXZHSbkJKSKQMVclGQGHdNZ+YZyLtrSYKa","Hagen","Fley","4","58093","WVISrYrkFuIevQSfXEQbUbrhXTkZkvbMsUhOtwR","EVU","Standard nach Anzahl Stromzähler"
"jNZAgOLIPXRwNLpGAVUjRBZlNsaMvXlERusugYV","VNMvQHQwHSqNUUsirZUXuJSQVPORCwsSjQVoTbN","J09B6501","J09B","X+SbqRwYYDxUCozMoWNAtUHsl/SW/hXbMeoOuCU","Meinerzhagen","Meinerzhagen","26","58540","RvFLOFnSsdMiVtRZQueXjbUMeVqYuinQiwXzVPv","EVU","Standard nach Anzahl Stromzähler"
"flvFriahjDXtQdUZbfXknTTQenSbQyOxlpkGkIx","m+VJCHawfxcWTUWHVYcCQOVtpKj+SZGUxbvNUXY","J09B1701","J09B_J","dRAppnbRieSkgVzCCsEfxQmHjYNntxXVQmIwVzZ","Hagen","Vorhalle","8","58089","WMCKWWeMdvzwEtnsypsQGHENVfwOtbjSXDCZmKO","EVU","Standard nach Anzahl Stromzähler"
"doAro/QyYVObCSPnsSXTNPdysQpinlTXYYaKuKq","XZWgGXicVVcgRiNWUFjSquYlmOBkyxTXlgeMGSU","J09B6504","J09B","kRVBzg/YQpgfeqIDSRSvSKqoXsoRhEdTopazAVH","Meinerzhagen","Meinerzhagen","7","58540","xHLMHXauDVeJZtLCtxSQWMHjWlVkRUjXDtulium","KSA","Standard nach Anzahl Stromzähler"
"'+XRTZaQHuXDUdCSejbwuRGyGhhxsVoYh+QJQWTV","QyV/YTtcEQwWTrUBezhtmABTUAaOuhccgx/cPVu","J09B4011","J09B_L","CCncvBmwlxQWoaKGJFfWHXWflZk+cGUQyxjuCW/","Lüdenscheid",,"74","58507","ucOTRsNYcDSixXYQHyrzJfFVZmuCiFefrgDzuCS","EVU","Standard nach Anzahl Stromzähler"
"BYOwuxc+HCVdDxlTEdjJX/dlbUxxiEuizT/RrIk","cjRSIbwResanqzBTvxNXfrARxcIpPUtShweqYKQ","J09B1701","J09B_J","umSBTeXkeMXbQXBOaTUXotLNvFStFIumUWjZKRu","Hagen","Vorhalle","13","58089","URWvQdLGDfNSZGFAVWdoAVnTatexvNwXKbQJQUm","EVU","Standard nach Anzahl Stromzähler"
"JnYXYvYOodGmYpIpAScYlZUYiX/WpiZSTbWig+S","dpvsPVgZMVeupnjzOYYpUIOTsKZWvWPXpYtWvRU","J09B1531","J09B_J","CeIRlHKMMBZpZQuvYRkESdTsyYsXARTahSJVzeB","Hagen","Ischeland","122","58097","yRGpmDKdrYLEVtmL+UpaDpqfSdoZQTYu+mrmLDk","KSA","Standard nach Anzahl Stromzähler"
"IeauNTeEmPVgpDEewAWoZObUIDMcoYBYQcoToRf","BMQVU/KjiavmyZvVqrTSQeVbBP/+mnZTXvGG+Jb","J09B1612","J09B_J","xEcZtwYmopdVDoEj/rDXfwXUJzjrXvjUIqwWZbv","Hagen","Boele","42","58099","SUhQhSaYveSSLQ/EfGVXWppQOQIOMVYbmLXW+wY","EVU","Standard nach Anzahl Stromzähler"
"QpVVBozWRTHbzlwhQwQpFVKOoxSJj/bVhclSgck","zQdUfZWkGYRPVvSIPCReYYhTZAmvdUXlrQWgSwu","J09B6253","J09B","FZGQOguXEgZoVYEXf/qGWGSDGIDytrzIiSUqTfx","Plettenberg","Bremcke","24","58840","ZOUBPlNNoiTQn+xzmnCkXtXmeivIPUtIZdRlMWm","KSA","Standard nach Anzahl Stromzähler"
"yacSFLQGDtQgZu+lSigOEFjtgMJR+UliUovwMZf","VstjMNqreSeoRUGaloJJzULSxSSrZywXhZwLcQR","J09B1611","J09B_J","aTxhYHqzfnW+QnJqPYSGZJIqySENQkGkWlQDRSi","Hagen","Boele","7","58099","QUcQxRTFwsHjXKeCFbaXvdhtMI/LSWyK/saVUav","EVU","Standard nach Anzahl Stromzähler"
"mOceNGihTSIda+JcXRndcJVtQYzQwNynesiSQaP","sRrEEaUCILlxHHkOx+UITTmWcIhQZ/RwgSKtRQk","J09B6251","J09B","tC++/MIcRbJPdYWAVBdeefug+F+OhiWvTDcfiSX","Plettenberg","Bremcke","7","58840","kCyqUtyoEVODXQgitJSSKEfWMGQfShqZyzahaQt","KSA","Standard nach Anzahl Stromzähler"
"yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw","VSWErFTXIWqZOVTf+OmaZXxUVSvRazGaCHfwFVh","J09B1612","J09B_J","CCsVUjzJQbVxIeuwSjXmQxFUovXHfC/YASWnYRA","Hagen","Boele","69","58099","'+WWaVgPjaB+cSqjOWZBD/TYvbdGjKFMopXeAElQ","EVU","Standard nach Anzahl Stromzähler"
"koXwxYfTRKwEEkIHfUIoUye/ZTPYXKXXlVMchXd","aiYnNTxemDVTIoSZWQSQWchhNQPsijeSbfwzLto","J09B1701","J09B_J","tchgGR+PWUWQRsTURCTKSoudiAEbISvefEhWwEj","Hagen","Vorhalle","3","58089","AcqWYIlniqvwVQlpTEuGlRkeIfjLYvEydfJZKUM","EVU","Standard nach Anzahl Stromzähler"
"hYq+oBWyQfCXipZfvCivmOjeZSfGddSbYzvVDZq","UdLYOCasQEtASXoxzpYNAjQsQDWbTVGqOUZUsqK","J09B4011","J09B_L","jisWHUHSrXzlUYUgcTByisSQaSwNFPgQlsTAAwT","Lüdenscheid","Lüdenscheid","37","58507","WmPlrmUDusQriVtRVqMQ+DCdUynTDjOMVOOjwdQ","EVU","Standard nach Anzahl Stromzähler"
"nUYLYqRBXGkSYWeBXZa/ugDSBPgWkBzvyT+euMp","XZ/RVSJmRZyepV+aVQiWMNIGKIdoMOiQEfiNUoD","J09B6204","J09B","vSZCKkBSdwqlGKWe+GmyQiIYKlStTLsdFnBYdwZ","Plettenberg","Plettenberg I","10","58840","sdWBSPuacFUtuDlbOHZfuqIbQfzWXQQdnbs/SZS","EVU","Standard nach Anzahl Stromzähler"
"wAMVUnQnNtUEttK/wqBgQFYYPfTVAOZnBfTqSKl","RehsCwMEHmrXVBKkzVCDMWGtwnetYYFbWtZJHzG","J09B6504","J09B","SC/AzdH/kRzZhnUnSU+rxYnWVASHQVreM+dUSjw","Meinerzhagen","Meinerzhagen","1","58540","dVwfqkkwlzQsvbUzQjQPTQUzLLxHSRwTUnaRFQe","EVU","Standard nach Anzahl Stromzähler"
"OjfNiuleMRAzlCVFaGIFbhHJCUOYoOudpVWLsOW","TUubTXjPlwWJmirXiLPwIFvsqZaXvhsBVShVYLC","J09B6505","J09B","jisqzwkZpnEiZtVCVORTJpZeYJvQxClONDVtzTZ","Meinerzhagen","Meinerzhagen","35","58540","NVm+CdHUmaWoshbYjuDDRStrvb/cerYrrmfTOCX","EVU","Standard nach Anzahl Stromzähler"
"kcEgFSVudxuyAnldqQUzGTwtYXjZWikCuuXVQUf","AgLQXdDDWoWPIZWSAmWYHRpJm+xHfBrIidmeyWN","J09B4011","J09B_L","QteNaMzlZUqRY/MfAaDB+RGSHUrVxkxQ/ZNviav","Lüdenscheid",,"23","58507","SRcUpnXUbbnRxKxrEeYgNZPtRGlXFrQHIgPVwRz","EVU","Standard nach Anzahl Stromzähler"
"lmwQAZ+WyxXZTTlYl+xvIznTcgnXqabtrWhSmET","nmWZVNDEdqdQU/hRVYWWneDCYLpdkbdhfKmNj/c","J09B1301","J09B_J","LyqnbLvvQfARQwTpTqSRDo/fzXo+WpbFzVPUMLS","Hagen","Innenstadt","71","58097","LnQLVcSDW+xdYcCYSKqWgFjdHUoVaTGPZeWAKSx","EVU","Standard nach Anzahl Stromzähler"
"JCVTdkCwmvEQRfqzN/xjnLYawNXtpYxXDQAivPF","VHslpWEg/CQpPQYtTOMkyITOISI+dTFfpQQEVZM","J09B4011","J09B_L","RKiVWXXeIQTJWYUjkdDNZjRIQRrNZduvWoIPSQY","Lüdenscheid",,"7","58507","VAvDCTShLbEwHVLjQGQSSHWqSEeIRAbEJlVsWVq","KSA","Standard nach Anzahl Stromzähler"
"PAQqVYSpQPTbTQsUVEXQUeRorlFByHr/pxYX/Yn","HykZhN/qUvWKhUCSNkQfjwAgyduePSNRVaYDZYN","J09B1612","J09B_J","vSZCaRaURScyyUpbHWYEFMUqs/QgnlsElVClNLT","Hagen","Boele","2","58099","/cmua/jyOTSKOE/CFQXotrGmGSyh+BVpGKyzeDe","EVU","Standard nach Anzahl Stromzähler"
"nWWNhqRZJRViAfVLpCzdeYBRW/ElyHUKuGemyOG","fyyuYfrsVRAtzaTYboSaTklJKZStUpHnoteHLlq","J09B1701","J09B_J","EUMYqnPs+aSxoapiWfvwVXaxwRVjjWaUfOXTDYT","Hagen","Vorhalle","4","58089","Kg+lZSVRvkDAFmcSSiCezlWaLmKStQYWKqUqBbl","EVU","Standard nach Anzahl Stromzähler"
"aJTmeQSazmymmQXoTZYZYlFvzrobQXojjnSVYYV","Q+THXRYVrpsOKliVkd+XXHQUzuRzxLRVVBBvLIW","J09B4011","J09B_L","QREvhaeU/S+xjuralXCskkTFIEYYbIOVVJgSpNR","Lüdenscheid",,"22","58507","SSNYqeZREiAUyBqdtJ/TSnFSXRV+HQCPHQvXNpT","KSA","Standard nach Anzahl Stromzähler"
"TsIlYLNwLzVFzMMyQUyckRObcLPHKXYfSSJHQnv","SXIJJUWDvpe+xVVlYdVRhliU/lHLuRhSnQQIeAL","J09B6202","J09B","DOXmKcxxod+AGQxQ/ewSlVThLBZ/nDkY/nbZyI+","Plettenberg","Plettenberg I","999","58840","SemliYeTYvgSDtJOiRSL/TXJmVwLjMySW+sBToh","EVU","mit 900er Hausnummer"
"sIGyRU/srASUciTlDViUpkbIF+tYfgVRVjZMc/K","ASSZvRlmgQGMUVXEhQVGEqkBIzWVgvVVTZpPGsb","J09B6504","J09B","GHrTRUovvUrbHaeUNUJMZRZWHSjOAthGDKUQZiS","Meinerzhagen","Meinerzhagen","14","58540","LKiETqpfEnYRGlAFtRHFuqQvZTkOxfAWnHlfdKy","KSA","Standard nach Anzahl Stromzähler"
"mOceNGihTSIda+JcXRndcJVtQYzQwNynesiSQaP","LNtZLOgtWQLlwFqyDcynrwUfWQWQzqZiXWEwRnU","J09B6251","J09B","OQzmYsxCPtlERz+wl/nEfvaVTOWmeKrsjApdlDK","Plettenberg","Bremcke","7","58840","iXXUXMQBWKVeHxoqEcJan/Sa/VeSEgopOetMCuY","KSA","Standard nach Anzahl Stromzähler"
"OQrVQgRFXYciFRSrPYqDDIbQiCEsFCgnWHDRaUI","SVXoYgDhKPVl+VNOeQFjrWkrBncQPxUkfRFjvQZ","J09B1612","J09B_J","WUcbfIZ/ZcKOPkElbokvYLgXukUxoPG/dGaF/KX","Hagen","Fley","42","58093","'+MbYePPdYSYAKniUW+oConZWaspbmrkBeMABJRu","KSA","Standard nach Anzahl Stromzähler"
"owasPRfSbbrOvUs+bazs/ZXkijPgfkSkTACSlxW","QfhXROtEZMcjacCTQmVQijUUYsjnxrXWLXAaTJM","J09B1611","J09B_J","NHfDJCQKfYUOsYVfSaLXBMTerTRSaLjV/IaPWSS","Hagen","Boele","56","58099","GEcfBHgbEpSxFUkusKGf+fYEsxIptsVxTgzQQbV","KSA","Standard nach Anzahl Stromzähler"
"YlSJ+ewYQhcEYxLPcTiXgbgzVsTmhDxIZVoNgqK","TQuVDQOXSLoJFSuZsLXuycGHU/ZaGJsZv+NqeKB","J09B6502","J09B","mCQvPvWgkQvTbeXqSIdXDpaFS+RNEggpKSyXBWq","Meinerzhagen","Meinerzhagen","6","58540","ndueVpDkUVqjsiZfhWfIRPmVSfcHYPKYhmKPQgY","KSA","Standard nach Anzahl Stromzähler"
"SZmurSCoNWTSSsjNJTELRgAjtuXsZAbOjRevqfE","NZNL/ftrpEkecWKBiwZVmROGGWRguKKtbnJtVLn","J09B6253","J09B","umWUjEdGZPYhBUNPzN+qM+BKxZVWNQmAPDbYFim","Plettenberg","Bremcke","8","58840","ZRcvocJaAoHPyiyQGwXSSuVQWXWfHmUxjqrFlTb","EVU","Standard nach Anzahl Stromzähler"
"ER/VdoFvUpXa/knyivpezTf+QXMhRUUnONbBUU+","R+aZffVYcmbXjCRlWtXYrWHKGuMZHsMCbCblHUx","J09B6203","J09B","lWrzUSAcXptXSjfbuSoTzAPWUOBQtQsqbOSYYlR","Plettenberg","Plettenberg I","3","58840","PrIHHSoQNqwXTwXcVFXzn/EqAjQSRBFyoiqFtpC","KSA","Standard nach Anzahl Stromzähler"
"ckTRhPukXjBjHURmdSdUM/krsyfuqpTHpAyIcbU","SAnuDMwxiKXXbvVh/VCKdbKGvcyXdeEbkJXXqsl","J09B6202","J09B","dtNDOwnPQeTqZOTrjXvVlsRv/cOoGWSQNAZhwlq","Plettenberg","Plettenberg I","29","58840","eZZbzRYmEybViZbKDlelVJwnjKM/MXKkMYsaWXk","EVU","Standard nach Anzahl Stromzähler"
"YvXuKKJrhoBZLxWfSVrpIWsXsAx/TxYCHnDnPZN","QhHQifeZzQvHfWvmtcr+rmYyvVnV+JStWQoVQNU","J09B4011","J09B_L","umXSJsgqIJKsVHRzRNIptfrSqeDWLOSYuAoZGkT","Lüdenscheid",,"1","58507","XHDHLSZz+VguRlxzt/pS+DPpfdqMCTlnAVPZd/K","EVU","Standard nach Anzahl Stromzähler"
"i/nZHC/VrJVwtLMyPcXEXTliSxW+fkXujdtXYZY","WUYUqEsoUVgXDhteoIUqdbdpHFNHruVhWCRHRrT","J09B4011","J09B_L","'++QDESr/WXVBrCNSssoaRQZcRRWhRSGALQPAcOz","Lüdenscheid","Dünnebrett","180","58513","SURQuSKSLYbrrpHWYURgARpuYqQyriFPgzrnBDw","KSA","Standard nach Anzahl Stromzähler"
"RWNQwnWwWefwxZTSSFxgjKhtQmTTMThaljqgHOg","ADyEXLYTxwfbVkkUZSGBaXGpoMPXTJQUZXUEFLC","J09B6206","J09B","yPzmMwRoSmX+VSmRVgoAewHMSueoiwBgLKkmQPZ","Plettenberg","Plettenberg I","12","58840","zYyYCVHZRllWFHJQ+uQXclSrnfDkkGMCiqjKffY","EVU","Standard nach Anzahl Stromzähler"
"SYMmRlSTuRvwxSSKimxMXd+uFBymbSmCLosDoHR","RfuIbVuahXGXZhJNGogEQSEtdXgHNRAPjXtdSnd","J09B4011","J09B_L","UxbEQgfXATpYAodDyUaWmWxoXinRgTHqDbQJxdF","Lüdenscheid",,"32","58507","QQRsNRtgVOGgydlMYJXrTFZaYYTnpjGNcmtMAgN","KSA","Standard nach Anzahl Stromzähler"
"BokVdjfpRSmSrjVLNmaSwtBvosqrKaeWSbwSteJ","TTUV/ORHbidWyewDUiewsX+F/AxStMfYwdzZXBJ","J09B1612","J09B_J","X+XTSXJkHNdZVrpya+D+xYVLvG/UFVNQzrTIEks","Hagen","Fley","61","58093","omwbwaTwJlXUaBSZZnPGAUTxXMEGHiSRYWUXoNo","KSA","Standard nach Anzahl Stromzähler"
"igwpOoITSvy+XeZyWeJBQWfXHZApXXk+MhMCLjQ","xVUCoHvODEFYkLRMNTeRhoEBTQSDjRCUwiKAWyW","J09B1531","J09B_J","oUMUYMWfQhYwMETTOJ/WNksQMtQUDxMjZkKdxrB","Hagen","Altenhagen","8","58097","/AawVCTiwCBsHyFZTHzKXxb+F/EHoZOcT/+TcRB","KSA","Standard nach Anzahl Stromzähler"
"FcFHHeobibINBtHlTkeYwac+YbSdnBQaEjwKyRq","fXKNufsAUXZYyWWpcjwCeRyzrtmvjUNDXJSwSSj","J09B6202","J09B","HQwXXBXElRS/+zcZuJkeusXzHoQnRJOYFYgNkNx","Plettenberg","Plettenberg I","15","58840","YIESXXZwvtYDnbuHlHgFzvJiYv/NYSZQqkaoYgn","EVU","Standard nach Anzahl Stromzähler"
"jzVAXKWMedPQSIxunMeTtQRpoWScJvhKxAbmZWE","iEIenTSVfpqAEUwDeiDJMXVVRNYSTDulLFYi+Dq","J09B5432","J09B","XQcTQRCW+AQIpoCLbFisY+TpInZWjfccUKwyruI","Halver","Buschhausen","1","58553","QXuIYxskvQOmLiGNFhPuTqXfVmuXRAnZCecKoRG","EVU","Standard nach Anzahl Stromzähler"
"pdIqtyZXwdfVZpHrWP+ariHrmZazE/ExgFXEzSI","OPogpVSyhOLOfmnUEPpVTTIatCTaZsdPGTrIRZb","J09B1612","J09B_J","rue/qTOQGUcrNOyOkgGtYSCWUTYVysS+WBOTQyv","Hagen","Boele","11","58099","YmpLeQpfaWsxNZgAiACOidjjDuf/jdhIwZVjFIO","EVU","Standard nach Anzahl Stromzähler"
"sWWobjQrXXZQRQTbkUQyBQRaUgVnGpFTCBkuE+R","LrtYUHcQDTjHXtzuLQGizmsF/PXtUeBiLQKwiAi","J09B4011","J09B_L","yseZXZzTNeCnXYZkMpodvTLqCTYkKrxSuHSUQzq","Lüdenscheid","Dünnebrett","179","58513","XMHzeQmkBAQRDUJgsQJgUYLBnBgyRQWEpLHZivT","KSA","Standard nach Anzahl Stromzähler"
