Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"dQUbsYkxlltJogwWWEWWRIzTNUz/IxgLAYVYgVQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6505","ixSZQmTFzjXWTVVQtELEOtQXaRzSUOXceiCTvmZ","gxs/jcOQHdaFvwzQeecLaMSwISEqAAYkvMhDvCR"
"dVTPmZ+RplRgdeoAOowhQCQjLEJeYMhBWMmW/Lw","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","UoaOXsUwS/kRjSZZbDYCOZeQIgfQIkBdSD+FQPn","nVxTWThKo/znDEIS/+ThxgWCuukvNrKQkUEIwOL"
"qsbZwRZ/eOvvlAAAuxjYXOtSNnQLYfYdYzKSvxA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","JjsonmYiSdFmwNznZSpxhASPqYIRZBGdHfWOaO+","vSoxPSQDGCX/lOoEDGdZrofDvBYuR+X+akXOi/S"
"UFexcynoSWDY/nrXpEyXIhggKdSdtYpHUciTqpo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","WwX+IKbNBdxpZvXmdWd+WzscMSWO+YsOp/odVTL","nWDbtYHWUZtsJOVpxzJzywXDXODwMcrESQZY+FC"
"bSUMbQDRRhEpalNFSEESpQMZtxumGkmMHKwUhoo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6506","Td/jFZ+wzjqQJBSfyxdUDuwXPfQVihuivkmnZNR","SGJNfwwDzGdyQllwVnXKqEPDXFSFeDbNVBKisaa"
"WQDclTLnFVzpVLQVKAn+rTZSQiVHyjRASgkcVWo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","MSnnrIGmqghCZVdqOUjAOuQRj/TyUNSZlXJzOtX","DFkcUNSJsVIQSOsV/RQPXsHWbvclFrzZjn+A+Af"
"OWYXObMljvARIeQPpapNENGVGFE+JOSOmYfyoqR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","uXmZTWxeUtwCsVDARvBggKFKREcRZNEVOTpHKdb","cSRlWRGOPTHkJQrRX/PdppVxdhZUYTqEliQJWWq"
"TVlMYaK+outLTvRYMVqVrRUGBzwdWkLXNiRccBi","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5481","SpfojrgSEHKGWMKApFREtTNgnYYFb+oB+TCjuzL","MWTTbumYS/giTZBYtF/yhXOGSYgKuUonfHVUvWz"
"'+LzQYdmRWYAPARXhgpMdYyHUBY++tUxKaeK/ezH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","RtsoWUiEAKdTlNHWkAiiOvCdRrChzMOsroHSYVq","YSwyqob/yoNLmRQBkWniKAZRnWRskLoHnPTzmpp"
"ZMVKQOVQEoRZXufWVUAYCzxEtxGVLVA/kpGVAKl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","HURlR/aFjQzmeclMzhaX+ZV/G/CimUvXvqBVNlf","JuETPvKTgXYKuwoLsVMVNeuKTgssPSsmPQKZnbD"
"vLF/tSXMmGtTUmsuSHAOEKeTtbXgbfacjDSVkJY",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","KkWLWeZsyfwQAbchBRrzC+VitNiHvNTfwbbQXOc","CSfvweABRulCuewaGeqIlleOTcZrUYNBsDAYSXh"
"YgDKUxGSRUybTRiCBISmsdR/PYMrWYQnvMenGgV","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09C3401","RapfZPjzGNTWOkopWOUZ+TFQnsUiVQfiuaspLTg","kOLhCNCWlFeVYSTZUZbmPziHgf/QsQcTREbTeVs"
"wWHtmXfROKUFYXXyXLkLeXXLJaHYUZTVDVqcgVf","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","bsnJqtIvwFHYhVPXtSWCrVQSQ/bVvMWMRKNBJWH","HzvwBNSKktgBTCJhSBRZLpWLCaVVxqBXWxKJPiz"
"Zle/u/VGNRilIMWVDiIREzofOjCGdQMWyUwEFBv","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","K/MIASRtWrfRRBQedJVcUTVNCuyBeOAVTNSKR+X","UKAgGZOlnQCvHMQ/FRZaLnnGPAKGOWfNU+CTyky"
"TgSBcOfYnwwXBZRpoRfakLYlxACcnCdQYeYKVWs","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","T/XZRiqWXkXUMMJrcpVGikYcFsSWOQtVHeJrbVs","XkORGVaKtlYLexQQsvS+lXPVeTaVgHFWvoGdVqV"
"FXWMCfZYGTZeFeWyZMeXfAdbTUOxYpSbAjVUVm/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","chCw/fwWAxXSVRPtS/OXjRHOeckRThQRVMlQXuC","C/vqRHr+BGoDS+hfWRdQyjbk+cYYZltlZWURPvV"
"IygpqKcLrQICSYiSubTQVjb+XulLZuvRgTOHuiG","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","aNgZNGzjXnZsUdVUXMz+KBRCEYvXdnwVUVWQUYQ","ZqsdzYg+XVjDKZXRhFLyDVpHCbeXPUCSPjoZnXJ"
"hAngbjwudGXZotMTWCxKZbEy+VhtvropeWyXBMM",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","Ckh/SUdJLCnrBcDiLFSvZrkw/xGoZSYFXiXcUFp","tzGUX+vXEIxjAmOYToaTPhesNpmnPgFoUoDYWFs"
"TLCE+LrAMECvTWyIXfvbKpiovYkYq+ySzYxSawj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","AbtNknpKoqQqXznVHXkPsCZIfEVzQwYEiNIWXAZ","xmSYkMWeuRVu+SsmhLgTjQTTjGEvRDFRzXyVvvV"
"oZSQe+SMWahOaXrwUtpURdSSyZOQtfTfARoyxkq","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","AOIXyETBsaqnINyMiYeJRNesT/EfuxBQRXSOlnE","VdC/XRpTauOaFRyFkKqMXEATsDaEARUT+OjkuCX"
"zdh+bckyWxipLeH/y+K/LYWFYqiGmgEnknsGPFA",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","TOsgIchuYNk/XB/mYrZOTqSBQENQlGoUfhZQUXT","HvwSfZPVNTRdEXdnOJpFyEbt+TQlYuZZlwzgTHc"
"XcRkFlAc/RVTkGQRpSXXYvlWZyeUdIgErczEznR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","WdgwzM+orZSzprtmmdsYFMCZEebK+zmMpyQTDeb","FdyVohDZIwlMCpRXnSXpIfQdMEUSrRCQL/YWfBB"
"q+ACuuFdEHXtrxLSLBvi+SISzWhPZXVlEWtUsmY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","dyHcrzxS/rFibKDPKSGTSWXsZPTRiRZFFDgNfa/","axTdYudSYDiWVyvuhRwiSWy/Q/jO/pKwT+ykpYf"
"dQ+nSYoUm+pRlmEPXRLWkKFWUczEHvQMbUMO/rX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","BvVbeXvYBxqWQxBezhUTYqQYAIFlSjyPjXBwvrS","BCHlVlQnDStzkAgqYVTM/eOXOrMXQoSZ/Ic/RnO"
"GGGXW/xdeDYTWvKS+FQ/oQTNSRqX/qRLQkLfZZN","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","hSwrmStLjhqggIuLD/WGZTDMkXlHBeXGRDRBSiD","GTFarjSKMpYxMRKSUaLVIbbwLYYqqlMRYPqlTeT"
"p/cJXVXxjAblKXQjlGCbXDYV/UvVoaVUnDHUQRw","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","NNA 862","Arztpraxen, sonst. Praxen, sonst.Tätigke","J09C6103","EIRzGxoXIWpAZqHciYoNaNZqHYOwmVVHvRbhNQY","uOnePnZGTrZvwpRFXCGvTJWVRegpd/l+RyaoaME"
"hudVuTVWhOnpQjYQToyXXGrZSYvOBGZeliAebaz","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","XYUzpnVmmidOmQFJaMSETnsrIIHWQNYdUXUmnfh","zfkWYUKtS/MXhFHcccRGihLvWVHvumApOFoEJZU"
"BqidjbIHJeKYz/VAxZTfJsTXIZCEeIWTITetSpb","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6104","zOOAmfxUIFKJxlHCEaQUZ+YrMd/rAsuRoQYYYCF","RUvUxJxRoSTqGq/vuXZTpaLScljVOy+VkLmNXcH"
"uGhToblRatRdIERXvegUXid/pyWwuz+WZURRHbs","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C3401","z/BYzJYLznBQfrcyxaTUUFEVZcwLmZTjxuA+YEX","vBamHQZRtGkaIyLQvRSKBnYm/WWPU/hQKyBxrdU"
"hBPNIJnpsKfee+iiWONYVeZQgVMAXcbRnjZRwiA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09C3401","Z/oipJAU/tcMrgzUZwTtVfXybw/YGSZ/JRnfvPF","vBamHQZRtGkaIyLQvRSKBnYm/WWPU/hQKyBxrdU"
"nfpeVeXy+fiLEWXxGekQXThYGTNAZpIObUSmzVA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","lVObLerSJWGUgOruiOBQvwnIDMrUOXlSJWwihtF","coVYyBRNaEQiWlFrQVozDwWpFgvofXDYHMKWVXC"
"OCIPpbb/RRIkBAWO+bwHRoQopZtQkgaHroWYwSy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","WGvACKArybYihDY/VJJQSUVnOe+oNUBRwixByxJ","G/qXWXsHsNWRrYxz+muTNUmaEQILVHXwCmlYEbf"
"LwQWtBwCVlYpkGABSvtExDWYHTuhQbbnuGdQYCX","1118",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","AirCdjFUCekcrpORtdHJYlngQkMw/HbblXyuTcb","YbLXyUQxoUWXGgtqKqpYlMybNtGWHijYpQURUDy"
"qWMZYhGwpDfxyTakXnnHcWSSSZscrYZSQtnSRFd","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","RxGJtTVpqyiKiUhsuwUBMQxUXRcUSZKzYSgPTLD","BCHlVlQnDStzkAgqYVTM/eOXOrMXQoSZ/Ic/RnO"
"XUMmO+MZQXGlPEZYzRgTDUBTcTOiaywfRZ/ADHv","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","tSS/VRwUQWHrbSCaxtYQbZQYYVcmeyGWcdU++XY","U+mlZaTSirTkXBaTaUVFNWsUrRf+TaBfytTVlug"
"tfnjeIKsRmaoYwBmaofdXZQURzXsfWVmGVKVLRW",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","uaFgVIXhgHTzhDOEZSROjNNGVDAFZiQZ/lSQyRA","RRWeyycEoebDGSp/UFnhPgUEnWdjWIcilsUHtxH"
"UnXcpMHxhWUkkTysIUzvUWGVSttXeUXasIAZall","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09C3401","rnGsKpYIwSnXwZUQdaH/WtTiIpTIdkYFnYFF/YA","rZLJXLSvzyWWOZSLbvqeIXnhtuMGXQRnUHSalnV"
"UMFPVDVPHDSXgYKRrtVvKqyA+LCxPsXVmnFnVnt","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","WXIBIDdydLIsALHDF/dkC+mNJoDSCHpMQXXhTOX","hZtrIEgSFzCrhdWLqZBrYVhKUcMowoR+p+UkiYX"
"WChdVZnETcEoLgCWerYH/TPKTLVX/MURAJTTMQj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","nfuGUWrCMzBtAqZURdplZVamIgCdVYGivACRazU","vuGfVvfafeHFQNSHrgYQADEdoJeBCajWNJPsUKl"
"pmSknwAzlYWbsSpnVQXjjvMBEcXTiyhMTLNrzsA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09C6104","dZXzZuIzcxQdTIUixsAA+oZeYgSicRTrFYqRExR","ObcqPnSG/ktMGdRYYIVyLQgjITHVtwg+tzRabDV"
"'+rdpVQqXobNmRuUSUgKXrDGqsHapVNNDhurSZMg",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","mFwJRqYOYnnmmnLhSNQTPLFsUg/pmrbQAXGvVbS","RWtYqBtGvOjYQpbBUxXraVWIzOqNVPRdgSYJUJh"
"mMubUToqSGfmQYRPZ+CjiGasWhvYpuVWoWNUpes","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","XJnCeMBczMk/VxLhlMaXBxAjd+cHYTTTADqZhJL","sx/IHuwQJVY+/nYYnbwEkIhfJlfUVZVLVSDyLfG"
"LUVWxiBHPQLSNxrquTdfHVuiZFZqxQBQmFwcmNm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","fzwZYVZZWiXloRSwBrOjWaSjDKpRMjxUHfxrQq/","zSndDMUavXWetKWuJUGpGTckHvumkNgEVXFekzk"
"SRgIdY+NKZaxYCaGavJArEITKVUlQWUPXCLWSZX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","ZzBRwhqZ+wb/Sk/FXH+T+V/VtqOKcKejOUYUsDX","TOhBzN+OlHoerRCmdWrdqWwcTBBBW/JTSaXfYLk"
"UGcIoeJMoZlxadyqZGeNwCSUOTLFq+VvaMfiTWl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","tjLnyrsPRJ/HcuTMXWzITOQyWlPaHSRQMpPthIN","PI+ezyVfoYWReWHLVSeKajeCklcYypBpYRVYcHZ"
"ZXTVECo/NYmUUPXUJiJmOrPXScGWpAlElcwYyVd","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","CPSMSlsgWrZwQVVo/ADtShbuvqMfTkugITnXhLV","TkRFRRMIpNJPXS/KAnzUiwWCRFBviQUWJSXeRRj"
"hzmLQGALHyme+malBAZkocsZ/oXDnUlvPyOJZVT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","xHsaYcwEQpxPUBOxtvmLmxRSRQEXadR/gYSJlDR","dfaSusaRDsXYZUQdoqeYSYaenVuYrytWBv+VpaU"
"ybwdBR+HYYZUdYFnWJxrWGNdXm/TXZrTkowHnxg","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","SRp+aYgSMFmFJKXKUxWHAcpYONQxMGkFJQAFYZt","whSqSEUUVFUTH+sUaZzVXUAeWXQvL+yHuapnRTj"
"/PHOLVjAHJbyHAYGTQjrOVabYG/SLAOHZmZXUKj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6104","lgskQFMBUGdZNgubIKanJgQAdfkISWZaVbwHbZJ","RiVfVdmVEDZLRsNbVSRgTnAPolxRVIhis/nWIpX"
"WyBoXTHSWZqBgzZTljjtAQoEBeyHIkRRUQBacPX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","CRZHLTQtRGVkcV/TfzYZQUrXNvZCTY/zMmVO/ED","zfkWYUKtS/MXhFHcccRGihLvWVHvumApOFoEJZU"
"kXDHvJkfSpLFFeWHbYthyhPWmVReizRvfWJwOsf","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","KKA 740","Erbringung von DL überwiegend für Untern","J09C6104","YCWzSAYvXQUJLDYYSPVWVbgFXYj/fuil/vzSJnm","RUvUxJxRoSTqGq/vuXZTpaLScljVOy+VkLmNXcH"
"VAGWmimyqywjhUyqqMrjOurCt/CnydXJ+uZSQTb","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","'+fQMjFGnRYWWoUFcnLpnTYcT+hWcuXERTHZJJHl","QEYOUuZgMbkDgsNMLWmgpYsoZQQpKWpAvGRNlgn"
"oBJuXrFYTAKDrU/QPZUrbeSBtJK/YchOWliZUbC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5083","CHIWMjwWduV+cYrEYYLDIaTFrLZfqUUqZOYVdNU","dHDJDszHzyXKrUYupMuEBGbhKXRebSbibRaWZSe"
"oUKYQfpI+KnmRfJgzXjbxxzcYmWMrVWXAojqSdD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","n/WkVcGWnmeWWDdWRTtoBBLgYbizX+YIdPTYHRo","IX+/n/zTbbUglfYHSTSTAZIqVgsgvYrbVGlyBeo"
"IxbrfsNvfWrIYpYGTARTzWRKNmoUEzYqjbdEqxl",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","hfSWPDjLNmVX/Tt+SXMdyRsBdSQiRVeY+f/yXWi","kVrTHcuiZtmBEeNnVWRbJSRfarfXuEMtSRakuuE"
"cxShSLSWoOAakfjtaQZeWzzRaifZ/IHQQuWXpFz",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","zRibYGrhCPRpMAtTH/mWYnKSojxOybjekQFIwrN","iUdUIRGarcUV+jIhVcShPQXAONWngZIWDPYreYc"
"gxunQRUDpVuUQkhvYMnUwOgbmlhQayDPBAXKcUm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5081","UkmzOEWdPMLCrIzWTwI/YzmLnzIQYtWzsSICSDT","QQOqRWQKSXQVTrNzcqMPrvAWHncpkuLuQAszsvS"
"fXnIri/IHQPHLGBMrEUuXXtVwUCIOaiSCUJwRUE","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","IIA 634","Spedition, sonst. Verkehrsvermittlung","J09C1621","rcgqKHSPcgCpe+ioywUbOlYHNRmFlNorBYOlyQT","FoZV+OAzdJmVaXnsFsyYamYSRiyArQHywzHJTaI"
"RHwuPOmYEEIX/UFlxtStaTAdpnMlWQXS/ZaGySl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","pqMAAKUUDJshYUxRSfydrQKe/qT/phbV/KcWWgA","mKrcYMAMEiAQqTgYmLrxXWeUvrqbWBdtUMpKQfd"
"WOY+OUBMNJhzGEER/XjxrO+QoO/wibDeUaYsPcI","1082",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","QedfNQQV+WlYjayQSNZOs/qVSEEYQiSCHYfpSjU","NAzUV/hwUBjUvezuQGhZoRAygfeiq+PqlqXQQGn"
"HsAXTZYoqYZfWA+es+VXrfZch+df+zKAqTcgQR+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","zWQrVZEQCXOYbpVMgJvfhUFrY+exEQernMUOKsM","SgzVVjhlEaYQa/VDnDgQNV/EdDBKrzyKYXYpYzY"
"pXFOttMuShVYliHOOAXZZISx+YUUqefTN/ZVQiR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","nTFKbEmiWhFHRpX+jpoYMsddeRnefyjTIgkSYgb","rwXACHpc/BvbBgTUlV+UsXsVTcpKYOEeR+zkCTY"
