HAUS,ANLAGE,ABLEINH,TOUR,ME_MA_ID,CITY1,CITY2,HOUSE_NUM1,POST_CODE1,EQUNR,ENTSCHEIDUNG,REGEL
"RTjBXmPWxgIHrXGVgYdBUWxDCTUTVc+gmhaJkGQ","fRNUJcesqWJYGqKubCrFVENTszfDjjUUVsOFXwl","J09D3011","J09D_J","MSLQNlwVVJHlQkbMUbTMDa+JfXVNBWs/+FYYxwl","Hagen","Hohenlimburg","35","58119","yZebeAzwGEZjHYhUOEiQSGrNtvRRQQnWXQQWarO","EVU","Standard nach Anzahl Stromzähler"
"gShVtFpYh+rIJftDJAvaErROXaXWZQkIFUlsHgx","ZQWUfqQWYCgCyaTWUrCcRvkYVtfZNYXOHacVZwS","J09D5473","J09D","uZSBWwYRfvs+vEzqsIIcYWrYPTSZUSCijMzlzvb","Halver","Oberbrügge","45","58553","WVZPLPxHuVdTGSslMjLornfYXEGRcYVAmDsTFBc","KSA","Standard nach Anzahl Stromzähler"
"oSnukGVIvNiWIbOhVqCSnHVYxiBQPyQCqXR/pxD","MeWIwr/WQeVkSZMn/CAyAVYfUawZjRVSqFjZYoe","J09D3301","J09D_J","YBxYRTLZivmXrBYSPMpcdYexdkuQpIVROeKV+JB","Hagen","Garenfeld","24","58099","EKfGRiQIZAkgYioJclCJQQXmSJqZurYbLuOb+Fg","KSA","Standard nach Anzahl Stromzähler"
"sSSKUOxOom/QmjzrlPZKtBYdEvFZWVWbdPdBQFM","PyaVSuHVUuYHVXZZvWoubJvUyazvTqQQpRNNRKC","J09D3012","J09D_J","aKhrifhxTiKufqRRwXRQVqQLZcOIHPbqlYYaSST","Hagen","Hohenlimburg","55","58119","bQTRSfZvTyKzQQxuVtrduQAMUzLvseBtUeQzmXI","EVU","Standard nach Anzahl Stromzähler"
"XqnffzcozTPARagQXoLXJvEKsNrk/YkRSx+rNWV","nwOdFaYXUTVpyyQBRMkZFQEyhcELPZMUfZWSzRY","J09D4011","J09D_L","DcWXChtFHCoOmZiLTqnIUBCnlLREgZjNvSNJveZ","Lüdenscheid","Brügge","11","58515","XEUOK+ZEnGiMvmcYZhoHgSQXYyOnwOLXASohtaJ","KSA","Standard nach Anzahl Stromzähler"
"XxUQS//ESHwICJDSehYZU+StZyugdeyJQVwWZyI","w+uF/Vb+rWpNvNKeHDTAQTiQoWZycRreSVXaBWm","J09D3013","J09D_J","SNwkPeAasvoWsunVRGVLXxSdZYAQZ/KCjfWGMPT","Hagen","Hohenlimburg","16","58119","JQ+OKQlSqRdHyWIHRXh+fapjtjOHgjQSWKnnRRN","EVU","Standard nach Anzahl Stromzähler"
"XFAWATBZqXRWEpwQUiRWwQvpuBoQOTjLJHZyXbR","VjD+uFFlkVHyxcHfaWmywUQYTqVXKvUyeejNLzZ","J09D7024","J09D","XlXjYtmRzeriSxbUZdxZkocXVZCVjjLboXFZCyR","Herdecke","Ende","28","58313","zXgmOf/ZVJEoGXKknzMSBX/+eFBJPVBzxAaaTvR","KSA","Standard nach Anzahl Stromzähler"
"wXUkOqUKmEeGBxcZMzckQpgNQsxwYwECZRqGCjW","CxTJQKPUFUNMmQYBFkTQCT+YArZYloFYu+qTKNU","J09D3013","J09D_J","POsHd/qYdGe/QvKMVkTVWHjHKpfqbwlZndkvSFP","Hagen","Hohenlimburg","8","58119","tLTcMZgRdMrSBfsLKfkYh/IOcQ+UWXpTUHtz/UA","EVU","Standard nach Anzahl Stromzähler"
"CZlQseRQa/vlMUXcXQRT/xRYU+iXLQRVJSpQTuO","OikCMEU+chpIeLumZgRHxCZTXBVrjWqIF+ati/F","J09D6243","J09D","fUfNSJplpUyEXzxfVfulPYmZZZavSf/eOavAXtn","Plettenberg","Holthausen","2","58840","JZObVcFUqcQTvreyHNXoxDTUYuFuT+uDP+zECcR","EVU","Standard nach Anzahl Stromzähler"
"OjByeGQsRRFFz/ZZTxRbYRVAiwhmWssAYWWLhsW","GeeFQJOiaZLWSGuoivY/YsiTRG+ioKPlSTpDCPD","J09D5473","J09D","K+timRSpEJVkqZWOUfOZfHUsldYXQaRHYAdjNHO","Halver","Oberbrügge","61","58553","lYuWgRPSCQuZNW+bcIwYrjMLpHMXcGoZYMUPHWW","KSA","Standard nach Anzahl Stromzähler"
"bQUwHqoUVRuXQRrZeqzhv/YKdOXXuMlhZWPISly","kkZIZiXOiXDynVxVuRWQYm+xIbAElkJquYOTr+Q","J09D3301","J09D_J","EKzxfxqbgVgXznLwXODsIDMXBbWNYGhzbcUQKeT","Hagen","Garenfeld","46","58099","VYVkiXaYMUgryVbwaidWfzIknWvwiptzHSeoWSe","KSA","Standard nach Anzahl Stromzähler"
"UYMTUjLzSCTxlXKYWDqIVYkUSyqQzZZSpEzsWKC","nSMixsLjExSFbZOafhcaoLVWwdBYHDTojmHwUAz","J09D6241","J09D","HEUEqnfAsQYsNVrTVVdykvAtbJixWWFKgcyiqVj","Plettenberg","Holthausen","47","58840","xiOSseVMyPWTzUWbLpZtWoTWYhmsTvcmTNrKxop","EVU","Standard nach Anzahl Stromzähler"
"kMSinVRwS/LTnTibRUJOLoCwTvCTBB/XRfDLWkE","RQaPcEoymmxXrLUZkeSDprXoIZOZrHP/aJRyNSZ","J09D6243","J09D","XWgSTUntTsOUMVQ+ZYDPiYT/FAeyNwzPRTpEZaN","Plettenberg","Holthausen","7","58840","aZZVSYPTMUjedCRkkSnZK/WXbxAWNJwKWIPMBFz","KSA","Standard nach Anzahl Stromzähler"
"EDiyiyFlUcJuIvmSWfRlcmpHUWAxVZSOPqQVRNK","fNEXSoVOFUccUoUFTRgaNr+ksaZUuICcBOTkHqs","J09D4011","J09D_L","VHXuSbh+hvsUDSanygvHUiKvZSCASckcKwDQWSn","Lüdenscheid","Brügge","4","58515","RfDinRjWjKV/HYRkpCrSOBzzxHR+FQYIpRWUUS+","EVU","Standard nach Anzahl Stromzähler"
"EQXdzcOlTfQbMRHbRnHbUsab/ZiVDzPNpWsrMe+","RAMKgFfKEpFEzdzkiZb/TZhTxWqRf/FMyaYoOQY","J09D5472","J09D","yeVfwIgfZVNECDVTmZUnTVvQDOVxVjQGUwXQ+NR","Halver","Oberbrügge","6","58553","uq+TYRIWCIhPTdYISFFOOq+TjSjcMpZPQLSkfXP","EVU","Standard nach Anzahl Stromzähler"
"wJvZiRylxpJaTmjxfgdPPswRskFTCiUgmFEoDdS","rRSQKDriPVRuVpYTYyNVVAfK/oXXJdIQZkRcXEI","J09D4011","J09D_L","JUpZYpvVGUQKSpIRqNNuBQKNxbSkLub+KDgtBTr","Lüdenscheid","Brügge","4","58515","YbZmvKIKpkWUYDTWftnZuBteKXYnREyToQThZDB","KSA","Standard nach Anzahl Stromzähler"
"ZrQuLKYSmvTqO+wWXqaWjEVSGBcvYLRKUMTAXhZ","lTw+lHNUwgLYgt/eoeWriDEbhT+BpLJbecXsKhl","J09D4011","J09D_L","FSVYFdABtIXVgXXtoHUJNPGJoIDvXRTHcMRZSTo","Lüdenscheid","Lüdenscheid","1","58513","ExEgYTTGcyBroFGzXnzzcqQ/DKkVTTFLAQpUUKw","KSA","Standard nach Anzahl Stromzähler"
"HPXWZQdq/XSRuqztJkDWnTRIjaMAEMH+xXSBiVE","XNMXOUTUJtZYh+LGQXnKNeHyQTYKcQacQERoNZW","J09D5475","J09D","'+xYHVUlohWbUtYaWSFEstFvUfAAWuNTcRKSQwIY","Halver","Oberbrügge","7","58553","sqWQhOVgwUZxXeKVWYumTHXAEVZMphGUDqEOWbB","KSA","Standard nach Anzahl Stromzähler"
"FOlJaT+xyCYtYLWVZapUieyHxhKTJhJoUcjWCzY","ZTfnSIMlSRWRLqqsLJCc+fxCaOYwXgqZRWKQQSZ","J09D6243","J09D","dFOngFuEmB/Q+kKkFtP+QHMGNbvCHSQTml+nAOX","Plettenberg","Holthausen","38","58840","PWZ/MZRYgmChZWUGh/qmbU/IUaHhda/mjwQnIWK","KSA","Standard nach Anzahl Stromzähler"
"uwnDUrAQsUlFPBQUqBCMVyUd/lCUZCPUbeCNZSV","IXma/NSSjaWOaW/FvarxpDBrXOzpTUeEXTUYfmT","J09D3012","J09D_J","MSPzKRRsxsQLCkfecKNPuAVpeBCctUWXMZZfBYL","Hagen","Hohenlimburg","20","58119","RGWUMaX+LYmaHxeGNMjYBpR+/wzZQQTgHDNKgnS","EVU","Standard nach Anzahl Stromzähler"
"bHjDfdWYsOkTseUUqVg++JwKaRPtORHoSnUvSCc","wLhiFXLZUoDwd/FxSnzEhyysysbdYZVxWAuOslb","J09D5473","J09D","ZXUXbS+SXkf/k+R/pMBuhPbZgljpCSHYXBpEZAF","Halver","Oberbrügge","35","58553","ZdYSLk+NFDSmYqLJf+hXoZopLWKwVfMiQmZMLQT","KSA","Standard nach Anzahl Stromzähler"
"yjHkddTYdZYXYVZhHdoCZufiFoXKNkqZSNv/mjk","WX+EUmofcHqSttuCNlHyzyZVotIjUftKDjhodtW","J09D3301","J09D_J","tUlirnzRSQjdNPwGLFSZSZgAlPtqNTDGHQZhVbO","Hagen","Garenfeld","1","58099","mZNHIgpbYmoIGIffZjnBNjfrQbZUNRQYoKHVixQ","EVU","Standard nach Anzahl Stromzähler"
"TtmpVVWDFvexZBTlPUrTnNRpAWaaJlxFgdoWSiB","RBTJrCyINgKMolLJOsoQoIAWT+koYlJfMzgvUYh","J09D4011","J09D_L","WRPBOC/QbtLpQubwAWVcwFUtSNWrRCfHSEWRjYM","Lüdenscheid","Winkhausen","12","58515","FvCziFjDQrCSLXqfJsCWQbrdtwXtYFRsZfstmYc","KSA","Standard nach Anzahl Stromzähler"
"jmVzQDLwcsjKQFFEZOKTBgZDgdXVSTMmKzNvndL","qyTGkjTUUFvTQOI/nGLUfueRNSWCiXUxpEUQQCV","J09D4011","J09D_L","DcYVKpfvCUfbowaEXsZALwfmuwDRrUOqRXWEbdZ","Lüdenscheid","Brügge","1","58515","dL/gOXrTMlLlTgVbzORWdXPQdVPQAiaYYAjdEsZ","KSA","Standard nach Anzahl Stromzähler"
"KZENMXNYLLQgjFxXTNVVyrlaTkkHNietZptyWNK","mMY/XBIaouZaMBVcXqrCIZFV+QSTCHtqEAMBOZd","J09D5473","J09D","ViyRtuUHVIRYyoHaRzGbjWiZqELRYXCmwXfRRpP","Halver","Oberbrügge","31","58553","XVpFYAv+gwkLzqFKRpXxsvXqGiHTUPvtlJvGGWS","KSA","Standard nach Anzahl Stromzähler"
"aGGcCgoT/zZQSovRFVVATENnlTYTLOtSDTeTjDW","mWRCvuEZNwmbeSVCMWISZMeGdTXWdVZMpAOURNo","J09D6243","J09D","amzaDcRbxWGUF+pkQKYxZUxWxvOpqGeinKbSmLT","Plettenberg","Holthausen","39","58840","AgSanxRIoRtvUtTOyBUiUVcKoVVBS/WxeWADHTT","EVU","Standard nach Anzahl Stromzähler"
"LgBm+OpHTLphaC+M/Rak/LtmQjuvQWLfJXZcHyh","ooQwTB+HORUInoMXRYTlQQJzDVXwDlLEpmSEUUV","J09D3013","J09D_J","OftTYkPLElmiFAbGSyCKDIVQaWHFTxBXgZSUy/C","Hagen","Hohenlimburg","26","58119","vniIIu//fpQRdRNivyXDRccqo+W/zwJRPfVZZYU","EVU","Standard nach Anzahl Stromzähler"
"UYTpOwqamruf/+vkcsenVXycVpXeUfFSVSbBHdS","jDQHLVRbvcbqZV+XgPu+OzQPDYpXKBzwKyRYkjb","J09D7022","J09D","MwCQOeuYTRwwTIIHIsgUFVJdZECXdQ/xrleSjUx","Herdecke","Ende","74","58313","ToQjtOLmhRVguYKhJYuWLPxjIYzTTBSfZJDSVzA","EVU","Standard nach Anzahl Stromzähler"
"otWnTWxgfVaKcXTGVOEPDvQYiGIX+FyLpb+pkGX","BhTKdugSYJitWcubCW+jnncFZQ/ahZWWwfO/wsN","J09D3011","J09D_J","IqQPkJjTYVTghDtUkqveYPbhQrTBjKKoSsAdbRR","Hagen","Hohenlimburg","14","58119","imTq+xtUaskBfPTZSXTIFdbuPxSIcS/RGmBYVXs","KSA","Standard nach Anzahl Stromzähler"
"ZbbXYRpkLYp+VyGccCubQRbtlGQXtDYMWla/bRA","DQZZYOsEYvKBmWxYZJfWQIUFVONBOYQnbbnn/kG","J09D3301","J09D_J","DcZIZTRGAZQTiVLKVUYVFELLbciLMqTJTTDRIZE","Hagen","Garenfeld","9","58099","iAiSXwdlXZahPQRAUYKQTdzWe+iWWLwVQEJZGRM","KSA","Standard nach Anzahl Stromzähler"
"ZlXKWmO/YruPmBdigbHGQFzKhnyuSdXcYSvZQ/b","jpTVfReenhRSQFRnukoYiXQEEgikhNRQApQbfvW","J09D5473","J09D","IPRyuXUOGAzeVGJbuXuNQqUoUUlTTAyRYVYTUuZ","Halver","Oberbrügge","43","58553","HWIzDoWeWz/WxvsWKOSXTQNQUYbWZcoRNWmUFVP","KSA","Standard nach Anzahl Stromzähler"
"PqeiHVVnkfPFxQVdSIVxUbE/vLZMTGqfWBrAVTD","rjTJFTYvstqEUccYJIKSXtPRRGYjjVsXIx/ljY+","J09D6243","J09D","IPSDNYD+yvjVqmaRqEymWkWUFWdSorXKukpGRVz","Plettenberg","Holthausen","1","58840","XqQjwxtLejgxZepfqTVUFFGLKaJCUxFWGlzRLaD","EVU","Standard nach Anzahl Stromzähler"
"YvCSZSuZxITKP+dQcUIEGrhnZXOJWx+ZnxV/wLS","XRGTaLTkJfyrfWO+SCTtXQPaDZJnMZvbjhbHqWE","J09D4011","J09D_L","ZXUpkW/EOVS/COZKK/OfdSWXIWluKSysoSYSegU","Lüdenscheid","Lüdenscheid","42","58513","ZRWaHaRtdQmrwFdYTZkLKOHuEjCtuHKwRDHXJNM","KSA","Standard nach Anzahl Stromzähler"
"xgQLLaKeVEDjdJRAWkElWwZGdKFIzMmQHjyOVEe","blXPNafAZeFXfHCGefWRqFTPoKteVwAVxRwTckl","J09D4011","J09D_L","UQEuoATGUuSRFcDZyOlMiQIgTC/tRhnedCZIntF","Lüdenscheid","Brügge","13","58515","kWWTYmqWZrndmDEJsdzXSCToQAWEsAQpQPOjVee","EVU","Standard nach Anzahl Stromzähler"
"/AMtJufivYQTWgpoZZX+oELTmgmFYpkWqttITQv","vSGD/fOEtU/pvlWXTaQrPVyfUyWHjYKzKoDSKXr","J09D3012","J09D_J","UQEyyVpXsbzUr/cwEqTOUR+meQJsfXEiqUHSrCw","Hagen","Hohenlimburg","37","58119","ZkvPlR/VgZe/YlzCtRetSuWUjQjINBW+CvrFXTF","KSA","Standard nach Anzahl Stromzähler"
"VWjVCOHdMf/MwBPuSkzWdEI/ujWJdZPHlQaPnUC","SXFQNOWMRcbWycstCEZgcJTNhUBBcHGQXBUawZT","J09D5474","J09D","hKQZjxuuCar/JiyWdrZXGufSPTcjfR+cnfGbJRh","Halver","Oberbrügge","4","58553","YqhKFjPGLkcQFJwsLwTQTsDZRYsjReBFar+Y+Yo","KSA","Standard nach Anzahl Stromzähler"
"gXyBWIwsPxWQuKkWNVf/sXuYFcSGD/VAC/XFTDx","uBYXEYVTZAaUJHQQgVNZKZQOWMEaERMMQEnlGY+","J09D6244","J09D","dgJJsVvA/UVpWNXgWKxNueMiLLYcWfWDXTTakW+","Plettenberg","Holthausen","2","58840","LRjXemTTYlWoUyAuNxINvjHm+kjZzD+axcCQzUL","KSA","Standard nach Anzahl Stromzähler"
"WvwjYLUiRSgBTrYDNYVYpNLlcedMg/mjoEpUqCw","sZEnSVefkLWnRmDXDLCkdWQR+X/ISMoSIzGKZsJ","J09D7023","J09D","HfepqGSgQZUaGmbYNRmSxjLtTRYQNjnNTxqLVSS","Herdecke","Ende","13","58313","gxRBPDIYvshIlXDGFrLcHpNDLVLkKDVExgYTERc","EVU","Standard nach Anzahl Stromzähler"
"hxVQeUcbX/WXRquYnRMFkYlLmRvbYXYQujSWZRi","iWQqYApnEbSzruwJWbYxMYQtbRXAuzNJciI+dRL","J09D3301","J09D_J","UZLRWtCxQZc+MO/ApR+LtZUzSSdvaTTVcbyIqzY","Hagen","Garenfeld","14","58099","QkaEiczvSxVaCLYNmKTQRTCVsCeeqSZjKsoYmvg","KSA","Standard nach Anzahl Stromzähler"
"esUVWHQVvZSIUrvmwGnDiFceREPgjsRGhHCcbVn","bvWRZVzYYQjNNcaiZUBgM/hRNGmxrhYLBOkTDVy","J09D4011","J09D_L","K/AGaKNgkreRtZKvCYeGUoPYwWiMtFLgPtEmyaN","Lüdenscheid","Augustenthal","254","58513","RIBRqe+rgUQVrmTsSvKsDIaadITd/SeZXubTQZS","KSA","Standard nach Anzahl Stromzähler"
"xevcEHewRUQ+SNSolYUStsVguCBGMPDrJNtkSWu","ZuZLwSqKqGUBBHWrZRsWKquMqKoMfWqGHZiMtjR","J09D3013","J09D_J","AgHZRnkefHhVhZCPimPRZUWSnIWHOscmiCJvdhm","Hagen","Hohenlimburg","9","58119","XzIYyJNURlgaqrIBeKXRJTAqfzVvTuvNjIpnqTc","KSA","Standard nach Anzahl Stromzähler"
"RD/OaybQjXxQJZJbOrtawaxgQv/vjddUcfnYzpW","DL+TVqJb/rjzsrCtVGPhRqPSAYJP/nFxUuNHnbi","J09D6241","J09D","ivTVVMPbeYmpTPRczcuhFlcsdVEqRJohOiGTSbn","Plettenberg","Plettenberg I","111","58840","VOtyhEZiOSEzRwQlk+SqolbFaFbQTxyHqZJarPE","EVU","Standard nach Anzahl Stromzähler"
"FUpHAR/YohhdUiLZIxYbNstTHGgSvSrgVjvIJYT","QuEGcwgzSbcUWPDsTdZUSeozqQUYlFT/lagCPTv","J09D3301","J09D_J","uZVGFZWRuVsrEYZbxYniJsFSQSYJWSTkVotRQuJ","Hagen","Garenfeld","2","58099","IkYtCyZtXpDLKrLYWsXlrqxNQXvZVVHjWXZXupX","EVU","Standard nach Anzahl Stromzähler"
"O+iZUdzxFJeYReepTMhkUIgCllanOMuRtvyvfqR","pVwqJRx/jCegjuzpoCQSSQqWfVyCJXeyKXdCdXS","J09D5473","J09D","WRQTYQqAgXThBdSaSOmIkcYPTLqVJUBwXAOhhxU","Halver","Oberbrügge","67","58553","BQiTLYLvAWAZdTmeMLK/rlwcVFNvCkWlwsrVZxU","EVU","Standard nach Anzahl Stromzähler"
"zNDKlciMZuxmM+VpBeuSDQW+gkSG/pNgCWjTUZQ","ZSSrPNqVb+MTd+g/eyJtfxRzhkXazSUHADsRSVL","J09D5471","J09D","fUkrVavbbQfrRZeeYjFFpneTSSgZLRXtLsSrWSV","Halver","Oberbrügge","31","58553","AaV/tFDjWrNZZaejRQZySrTAQiUgymYdkxkJVQX","EVU","Standard nach Anzahl Stromzähler"
"FDOey/Hx/RI+X/irQBmytOhEIywWTIX/mABVfeu","DNXZeX/RjxGsTOqVvvYBUlRYNjhEUom/QmCRHOS","J09D4011","J09D_L","yCYZTjUsNjjUDFfTQa/SDYMZbMWRtcMVXFSESvc","Lüdenscheid","Brügge","7","58515","dIjDCVnqOiSMxJTsxcsmgjeFjdQBnCvSfUXePMg","EVU","Standard nach Anzahl Stromzähler"
"XnhVcPUisWQpcYqZETMwmVXJplGThSgzGfWNNFa","QXERBSUXVYxSyWlwCuzPFWsZnaUID+YJ/R+HjiD","J09D4011","J09D_L","JUtZDSwPZOQJUcmpBirzzDUyWZbGnmuDmUK+YPe","Lüdenscheid","Brügge","4","58515","QORTdYamFhVEfUKzL+hAXCHrVc/DKfLpWJTtYCL","EVU","Standard nach Anzahl Stromzähler"
"gFXeVzWlQ/eoMLQvZNt+mQeNzRITVWSWApFTXdk","ZjdMtRukLyIvjw/AOYYRQJm+dToMUhuImykoqpz","J09D6244","J09D","IqUDpVsYAEJbBRuYRqMxPUXiDZBQBzwYyEnXQIT","Plettenberg","Holthausen","4","58840","WiCeQEQQlFDK+pEtfXVnrOZXuWKVvp+aEUthYmb","EVU","Standard nach Anzahl Stromzähler"
"DSoRFSw/DRhrtJKkPqTqPmxWZmqkcEvQWrfmgGW","rZTsY/XwOObpQUnQdziaSUeKLgPKLevNlRIgaxU","J09D4011","J09D_L","FSXXRiqLXTWTjAzxlsjTGdVTEJuEkBIkAOhahJg","Lüdenscheid","Brügge","18","58515","UcsKLiVLdyTeitoUMaUnaq+RXMZeFicSRmnISgi","KSA","Standard nach Anzahl Stromzähler"
"LqaBQxzPZPQmZXXreXFmGJhVyUAtfxglYxZhuVU","RfggXSBWVWUXwvoZkrUSQoTRwQlzJnCPFQquLSj","J09D3301","J09D_J","WbUYLQkHKArtyTNwZJknfAzUblUHUtWtholSTnM","Hagen","Garenfeld","3","58099","CwfxfXlQZWsAPeTwZQMksXwUfsjXMRcmEHaBMdZ","KSA","Standard nach Anzahl Stromzähler"
"XUbRjz/vOFMG+dwYcenRXAIQFoVvlDlhZTZeFY+","vuvQd/cWzXRSEYHtuDD+RpYRDKUcZwDZWkiFjJQ","J09D6242","J09D","KZuRlfxWVUkkb/tCzqvgupDWUSYUEqgfGkgedGM","Plettenberg","Holthausen","55","58840","rxWSdTnFrollXTOmZUTFIEnPrLWiXBsIbzUZZuw","EVU","Standard nach Anzahl Stromzähler"
"BVSicSaypbZu/tXbY+ROHMVyZQX/UbUFBV/SSfK","RKZLjvVjhefExRsazYYzcXpXVTWS/kFDeMdWSlM","J09D4011","J09D_L","pxrtrLwUMcsUMWRlhVhnVlRbtLBUwQIYGeiMIYE","Lüdenscheid","Winkhausen","4","58515","wzYPjJQKEWyZZVRHKvSgWvNwkYNRSWoVXrhdWRQ","KSA","Standard nach Anzahl Stromzähler"
"QGHWV+mcd/sJC/mnEQuHLUaqTSh+MDdxqpNZQmC","CI/FqYY+kLJQZfgQitJXRPKvJIFcarOLPlBTpTf","J09D3012","J09D_J","WtfCqjQSHyZE/Mk/VEYOPRUFSZSGPJbqiGrJMWW","Hagen","Hohenlimburg","25","58119","WnxXZHKTSwHWsMI/NzfUQZwoxYcrwgSivaqSSoE","KSA","Standard nach Anzahl Stromzähler"
"mcSQHXJScLKSeYtHYzwqzESpHGWMAYQKguSsNUw","zfFNPNtPvtwPYgYy/FncaIb+VOh+pkVZGHPHZmD","J09D3301","J09D_J","PPEOTngSSiktTfVQSynufWfuESVg+trofDCeVca","Hagen","Garenfeld","24","58099","EjFZQKxpFvT/cWJigHNRCzVGD/TV/XQqGTzBbY+","KSA","Standard nach Anzahl Stromzähler"
"XVTvOneAKvZJ/wsnXsyCmPjOrJVlXSYNIswVCiq","YRIQtKRSRTS+YajctgLxlYyaSPqbDSkUDUOTwFb","J09D3011","J09D_J","YCBlvXBuiXMpFYnTUZYGVatUOXvceArQRYlcNeT","Hagen","Hohenlimburg","104","58119","SQnsDy+WKHLlGuOeCTRfHUZZATMTIQPzSnTzbjA","EVU","Standard nach Anzahl Stromzähler"
"LsdLAdt+xqVDXfoChTuIHmKU+gBBMpVaNLxFqOQ","iBAxeGVCvpjafT+EfHSRWeSlPBHSGEtJxcgVyxw","J09D3301","J09D_J","AgMdMUtTWyQqYUBJHjrTUQvqXHQwBTNhuhTCR+X","Hagen","Garenfeld","4","58099","iXJLobBWWgDSeT/mZImeHEqxbHJBeeEiNARSiAj","EVU","Standard nach Anzahl Stromzähler"
"fZpXdzYVOKAbOSNQTyRnVeugvSUaFdwwpWhKtDg","Px+RwRHT+hRn/glitLkVuSUfTipPJErJJGGoYDj","J09D3012","J09D_J","ELJo+RxVwQLeYWYyjuYxlL/LNWujkNP/oALJeKL","Hagen","Hohenlimburg","44","58119","IFFTJTVWkBCxQoQcCXCQUhwQSaVpTNYeQtsUVIg","EVU","Standard nach Anzahl Stromzähler"
"FYLinpwMRoLGUKERy+xgQajYAPWRcHXnXrEGRXT","LwTPJWGpSKe+LFeYKeFWQMrhaOAUvFtZKgx/aQa","J09D1221","J09D_J","qYqPpFxCmwkmoVdcJWZBbQAdWlSMJJlFQBXQXST","Hagen","Nimmer","1","58091","GSeQMrKXYpZIvbsSfOtv+Zriutc+r/KhAMcGQYt","EVU","Standard nach Anzahl Stromzähler"
"raydmjbxADDVPAVUFFhUltoYRvuzMTkHtUMVidr","tBZYwNQfGTIWPrjdUMUSzMLwEnxYkYqUVfZKjKg","J09D4011","J09D_L","wREUqLTVzhZaRGVbASUOGc/vMWSUsvbUUPlDC/+","Lüdenscheid","Lüdenscheid","22","58513","k+jonoQeWhPWhJYZQZImQgSMDZhVRYQcLRWbMSs","EVU","Standard nach Anzahl Stromzähler"
"FcXXowvvBYZcURKyanUMWEugXStQfqwyUcYYsnL","LXQDgcaI+xVxBLwP/eXYjYDNoLqUDRwVTBpZCWx","J09D4011","J09D_L","xWZQukhfmDdXlyCVFwTjSlQWVfsmvVRgIRISEDX","Lüdenscheid","Brügge","32","58515","plNFGoOU+EdrMgizSTKnqKiMwfDoT/L+JUCiVgH","EVU","Standard nach Anzahl Stromzähler"
"WjLOQQgsXeWgPvXRWbQcTPqJJARoHxpSmZqnCPA","pPbDXLPSNXTjhoHeCJwrXBbIwXrQQbPuzkVbnmc","J09D6246","J09D","YCCkUvRkLnnXWUSrHJumNrSxD+ZURZnuYhJUrrA","Plettenberg","Holthausen","48","58840","DsZwJGXFTYVouRzWCmjTgtYOuVpXn+bpYAV+Vcd","KSA","Standard nach Anzahl Stromzähler"
"NuhoYHDJ/RS+YbigSFW+xXZOIXUHyWBjSPVYURr","gpeW/xKzY/dE/yUnsBmrnlLxfAPQyn+paXVa++k","J09D4011","J09D_L","cYBJSYWfZcLoTB/EWbYnSKSktZUXUSYElWAdXxD","Lüdenscheid","Brügge","7","58515","jLvcUgvjjc+zpQiYoVbrFyLUWCeyYuTilLeTVbu","EVU","Standard nach Anzahl Stromzähler"
"HgVYFTSxfqTDEYQCqWdomEOWcYkNXUAPwNFOslI","eJRUCrKTrexREyR+khsjeXtYQSjPMmTtUhSOPlF","J09D3012","J09D_J","ePRFxJ+tjfyQWRYk/ewwAJuxoiBtHDKU/TCXQwZ","Hagen","Hohenlimburg","23","58119","VqZRIurRfaR/zRNSxZXmkcpmICAPlmMiGAsBrMk","EVU","Standard nach Anzahl Stromzähler"
"NlgVSZVUYGFQViW+KEFZHIoPsw+TtkmiDiQfTxe","TPwVnOWDPUWGxViwKZae/aTO/GYBEeRMNNS+XWg","J09D3013","J09D_J","PqG/YAeooNsyeTSRnXflsHWXqXyoBko+pLUwQjK","Hagen","Hohenlimburg","18","58119","bJKjrXaaCJYMIHlULhtuKNEITqvDfkEhxfmBQVW","EVU","Standard nach Anzahl Stromzähler"
"iTmuqpUFNiZGDkPRrvclyAYhUsNTZLXioAzLIEt","'+tdzRsbZKqQfxEwNIfsotKTM/SBEfJhPYYpUOJr","J09D5474","J09D","QmzEZQvBUCEjPwvxRQQRVEYlnePaGpXbnQhlOUo","Halver","Oberbrügge","17","58553","XYuTppJQGDfueOKnGDLPbJoNRU/MoxTXgfchnpY","KSA","Standard nach Anzahl Stromzähler"
"AIfTBXUWuxZxjAeOLeusneWgjYmUgDquIdVBJuV","/UiSlJeBURXWZnK/mWyi+VxGFSI/SMCRhwNBoPr","J09D6243","J09D","anKjXToyAuZjSxTFOsb/ipexfgKZQYsgYRJnvxI","Plettenberg","Holthausen","23","58840","'+gHHYVsUARIj+GoRPSXUJbSXTSnYySZZwbyKwyd","EVU","Standard nach Anzahl Stromzähler"
"RRFBEoqxtIsln+zYIyUVovDXophPsaZLnCTIsDk","OyAiwXESoETdOyyqLCFXXdOLQbbxnURiTvFM+cV","J09D3012","J09D_J","tUuwMZvIyNbbdhvxcBXqWYQpBsTbMvvsWVbIndd","Hagen","Hohenlimburg","30","58119","AVRe/ZmQcfIZCd/ZUjSVFyiWJgSLVclHaULrtVQ","EVU","Standard nach Anzahl Stromzähler"
