HAUS,ANLAGE,ABLEINH,TOUR,ME_MA_ID,CITY1,CITY2,HOUSE_NUM1,POST_CODE1,EQUNR,ENTSCHEIDUNG,REGEL
"tDASZuRZyjeXkuDytbqbVYuWMBAyRXiAayEKwTU","XVuxbhwDRXeQrmX/DAQhuFcWNutCfSvgdwAVNgM","J09A5015","J09A","FjcCUhDvrQxKIDVJWAesbgxYtXK/wXdW+hLkhWB","Altena","Altena","33","58762","xS+/qbJ+RWRvRUlRUoizHFUuSTMWXXSAPgWBmpX","EVU","Standard nach Anzahl Stromzähler"
"pI+YNsgOiVnSQUTkJXQjScdkqQUUmgSQVqEYEJY","U+FUyRxvdkQfQZCGVRGkYKNebVDUWTQZ/LRYoHQ","J09A1701","J09A_J","MjHWFSModcDYsYUURsAnFyZStjkNDm/+gjXHQTS","Hagen","Vorhalle","13","58089","QYvELawJGiXtUfZNWTSMxxdWSd/IY+RKSyTXIFw","EVU","Standard nach Anzahl Stromzähler"
"kYUxfacGQmbTPRXRjTjOUHUSwvVRUSCMsEQTSUP","bClEYwhOpZzPnZisplXxBUdWYaSVceI+EgwdDbx","J09A6101","J09A","TtLBggjeNBEITRhrxslofaVHI+YQEWsUlfnkuIQ","Neuenrade","Neuenrade","83","58809","dWjZVBSUNCSzgETr+PRHyYZBBZnRJ+jnYJzBCFh","KSA","Standard nach Anzahl Stromzähler"
"YVTU/albTAWebHIYkyx/MSFoNHRdRFKzNOVnYsf","llcYilMWjDBQbwbKEgZrOjPaYULpZYQPODChURK","J09A4011","J09A_L","/RgZLuoWFZUSpGQCHJUlRiXkYVUEXxRfNJnPFUf","Lüdenscheid","Lüdenscheid","4","58507","Qdcv/VrnmRWkhMuUopCREzNbGSUNMPLczZblFWq","EVU","Standard nach Anzahl Stromzähler"
"uVXTkDRVoFWPkTRUv/ZLUfxSP/PVdVWQW/KxqMZ","dqonQUgLW+zRMItVlhDrVnBZbXlioaUlVXYrqws","J09A4011","J09A_L","fLvfoXKQvUfZSiqqSlwTSOFv/ULOuvhHOAYPsRU","Lüdenscheid",,"1","58513","vSx+zQHcfQMYrYDVWvYATjaqGtbKUR/SAeBSlya","EVU","Standard nach Anzahl Stromzähler"
"GxsTFqzHFsZvAUYRyLxRByTaRQTmwWPfcSJPqht","RSnFwRQeXWVTvp/xZQWacr+WnYO+ZVIY/NyYXol","J09A1703","J09A_J","iiSIsJdvhAKtwmXLJjBTObhDntwsVHkYSjjgvpe","Hagen","Vorhalle","35","58089","EfeWuNiRehdGtTHcfRWNHXSjYWSITZKvBSbk+vD","KSA","Standard nach Anzahl Stromzähler"
"TIqiPIiNlr/EsDOmcjcaWfzKVCpErRwMjkKTAwJ","ni+XuMGBZpSZkCT+pQsfGOWqVoBAmJVqPaPoNYu","J09A4011","J09A_L","ZhQupzU+ULGTYRQBIBBpjoNWBeEFabXZWTHFZBn","Lüdenscheid",,"23","58515","NycUHQ+n+sbflDAsFUlTK+BWzfdktvTjPdlTgPx","KSA","Standard nach Anzahl Stromzähler"
"MKatbQTZxxVvGLyqrvHPuyFxHUWBuxHAMXTSdWb","RhT+xGGneFFHPu/nISAu/jryoaNPfRYCSSVZXoz","J09A1703","J09A_J","qSKZdvAkmQVDQjUzINWTeUr+V+YqiQC+mPpXzZt","Hagen","Vorhalle","11","58089","IcuPDYSpNhWwOXOXmQgXRqRlVEZQPoesvTjUSxw","KSA","Standard nach Anzahl Stromzähler"
"Gheci+gIUsjYaLTttpyYOxMwqcZBCmRDJAZaVQs","IqXOBbeFRXVyWZXQb+UsZjpWQQnocoPZ+VI+cXU","J09A5401","J09A","SVLZRXFGDRVOVmyGnzwb/ThymYwVbYvRNnkZbgF","Halver","Halver","11","58553","laCjWumwBFooRgLVOaUYuxt/mxwQMwHadauRHRt","KSA","Standard nach Anzahl Stromzähler"
"JPQipfmCZUNByomgkDsLyZsMGsIdRYzrLiafGyn","R+Hn/FFlnIWAuSUSBXyYUqqPeGTFZqSSVhIYViS","J09A1611","J09A_J","gTidWyESzhaImXybyiOZUKO/IQ/oESjDYmioZqu","Hagen","Boele","32","58099","wjXkAQWJRTL/gSdShRSrBITmrNclmARdh/yTRgY","KSA","Standard nach Anzahl Stromzähler"
"xJkDcCtdIXNXuMYOakAGBXsRiqMBjjzil/gTjaj","XQWSRUQVPAWVbWX+vNHqUT+VQYVOMwUVKWWcZfi","J09A6103","J09A","qSLVSXCHGYZtKULVXLUxEt+omBqNgrPTP/GRdWW","Neuenrade","Neuenrade","14","58809","gsWTJhEpuFGLAKEmXpbVOFpFSScuXTZPwVVZRLk","EVU","Standard nach Anzahl Stromzähler"
"D/uRoxCWGpWScSBXJxPCUQFRpZXaoDSXSZ+kVzW","lpTsKcGQGgeQkhDEJIGNVAkybuRnYTpWVBfyZYM","J09A1701","J09A_J","PdUKDXKfZUysURjZgrFyWQDiHEvJVVKXVTbmtrR","Hagen","Vorhalle","42","58089","nCSqWuZdNMWwDNRyIfZYvty+XQrSPgRZWjzfQEQ","EVU","Standard nach Anzahl Stromzähler"
"RRmtGdyMZagTbKZmSWtSGTEl+CrtiDSLqAbLBvQ","AWUUhJsnWHZNJtfngTYP/QTXvlatuEQoEJw+Eje","J09A5406","J09A","IdSCM/OvBMBAyjORnCyKyVSeMrCgkhDZlmUQPFH","Halver","Halver","4","58553","JpmZvvtDsUOiTAdSTbxWWfqvjhHUAvKttWECsIy","KSA","Standard nach Anzahl Stromzähler"
"IKuTbVt+ZMjDtNVQQxRvXUswbTiRMxUFseJ/nWZ","YomH+QTuWkfGnRQYgmvWkYUQyYpLpVWIiXHiMhx","J09A6102","J09A","TacVgbAuewyOZVTRZgUKvHTWJeiyYYCQPZCWoAf","Neuenrade","Neuenrade","8","58809","OeTUxooLKmSDItkRQlOTTahwUGimLK+/hXpaiXU","EVU","Standard nach Anzahl Stromzähler"
"orLvFBXmQrfLhJCTI/mWYIZQZ+W/YAGOHAXTWeA","wWdQPhaWejQwEJorpzXBMQrHMxlZDkSQTGmyHaU","J09A5012","J09A","a++UjiNVIEaiDDZFfgWEuOuOPeXSTMhzsKkBZvh","Altena","Altena","188","58762","jUefGamWGgndtZNezdFMfVZWPMVUjwZwwXwUVKo","KSA","Standard nach Anzahl Stromzähler"
"n+UiWIVSFinTyWgEWjIaZtIOQAWAVJEvQQQEPbR","XRiBVUhUXgqMYulwaHdemSOwWCmi/fgnSyZ/VXN","J09A5015","J09A","NRUXFtoxskUUCfFThBIQO/B+vHdQErIL+VBbYxH","Altena","Altena","56","58762","NoWwlNR+BRpNBHcyzVYeemoWRQmiQBZFfdZW/OI","KSA","Standard nach Anzahl Stromzähler"
"F+yANcSTFxwYVZHPGOHMZnYKESmwifwoFyZQSFz","WESrqPhaxJ/TBwQnxeFYZzgFUEZFsUZReSKulSV","J09A4011","J09A_L","TtPKzdCpXTACpZVRky+TrZYXWlfnlAPrSWxktZQ","Lüdenscheid",,"31","58515","PIfdTqTiswWgxfjvSpjQxxORoISyMSWWdZUCSIv","KSA","Standard nach Anzahl Stromzähler"
"HgpSLXhHPUlqUdiKNnzBvWZXq+UVITZTZiwRyop","FgsYnSKOTVexlYndhUxhLBWAReaQaT+KAryMshW","J09A4011","J09A_L","vXyQpOOKVM/LXReYLXWnXORuW/vdUZFtAGjTmJZ","Lüdenscheid",,"62","58515","GfsyTsqbyVTPQjYJSAeOOQTEtoDTJQuhkovGKiN","EVU","Standard nach Anzahl Stromzähler"
"dzedZMcYeWQYwwtenCG/alH++pMTpZWAaVQaYue","AwCLymv+VGEZTYkYXgVthJYQjMTVI+DpQAmAX+q","J09A5017","J09A","xrUeGvSeuKIczQrVMtksDCjDXCkYrCWAimTmJYj","Altena","Altena","12","58762","NQeJQDiARIykpCWIAWVNnbbYQUZVdQfDqPIqrKM","EVU","Standard nach Anzahl Stromzähler"
"pmvtJrxLBYJkRZQoGVipGHmSApWKhvsWrFgoMhd","LSyVpuTvSShJRziAUZWmTbZokxNuX/+hTGKrXXM","J09A1702","J09A_J","edAGyXarIHAnhTbndLeJwqsRxAWxZoNNHZcYCSE","Hagen","Vorhalle","1","58089","wtcpeFpRGWpQpUXCVpQWxGsYHB+sKmlSAbNSQVK","EVU","Standard nach Anzahl Stromzähler"
"LZyHVbYzViQOrvTHESexcrZIlvcYUCkthvkEvTs","EUrDGXGSSWSjYTOrHVarjaScBkFLODxGZYgUhPB","J09A5014","J09A","JMWrQtnhMnCnNURfBLyVZlEmBrYQQdSRKoZFAUY","Altena","Altena","29","58762","YYaFYvWFXTqldBb/TBoZygcFHQMVTToasQTSIyC","EVU","Standard nach Anzahl Stromzähler"
"Ay/pSQpjVAK/bgkTCrzPbymVjtsruyp/XVUI/js","WBsSiFeblLXQwwjNemlRlqY+YZTVSlfGZsYQmVG","J09A1703","J09A_J","xrXrpSNgzvifXwoTEnqWFaefvHbAKYjsAHCQGTN","Hagen","Vorhalle","26","58089","ovKhoG/UFWfiezXvlUvanAyEKoq+cAJTyDhFvYl","EVU","Standard nach Anzahl Stromzähler"
"VxS/zJabUggdRNVoSVUVNPK+/+OnuTcin+RjmQR","lnRpBQpiSlS+UgWBXTErnxVJZTUNTZUqotVMF/o","J09A6102","J09A","AWjIdQQDLwtUXWJtMNNsHRYIPttZWyZYyKGAUGu","Neuenrade","Neuenrade","14","58809","FtxdVV+Ca/WCXYyrXKSpWOBJXuDtSNilpuCLgSF","EVU","Standard nach Anzahl Stromzähler"
"LeEUyRQXxyPZRZXzJuOnydwifU/oYnKvZoVZdYd","YRqBfZKvk+VBKmTUuSVhQRYYYHYYcpIzbZNYCsm","J09A5402","J09A","/uDwboxCRHzdrPWgTTkWWTTnnRudEZSAWLSeYps","Halver","Halver","82","58553","VTYuMkmtDZJaiR/VfgOjpeqVyAmXhDgpGxsjHxb","KSA","Standard nach Anzahl Stromzähler"
"llZWprntH+yefVWvEqT+H+RpgcoQWJvJWXVFSYV","plWZhTsc+XqvJjQFHBhtwgaOjZ/CFaxVEamfVyG","J09A6102","J09A","mNRxSvYASsSiGhetODQPWbXTitIQHdBahSxgIjX","Neuenrade","Neuenrade","7","58809","VMQgCJYTEZyxZeYdlZWyRzjDVIsdXgVZNbihgQA","EVU","Standard nach Anzahl Stromzähler"
"RYNfDRsZd+zECVddBFZoYUxcYvDYUcyZLMohpLg","dJjiXDIZFZJofOYKUQjQBVNLinCwljWXaLuWhoK","J09A5015","J09A","VvIiKVrJbIQQgdzkyvjRWDXftBLjnwgWSTkBJYd","Altena","Altena","58","58762","TWCcLsSOWYTaQQbZLRPmRoc/RMOCpuEptJ+TBRD","KSA","Standard nach Anzahl Stromzähler"
"aEQZWiH+GdQzQcJSIglMfAJvvRXMixTzmZvLWDQ","XARfBlKBgBUopROhhTlRTwlyqUPZrAGDPCVsKNU","J09A6104","J09A","vY/jbTXPQdhCAxqIxLstLUxqPhbAXFpInQGFhYJ","Neuenrade","Neuenrade","13","58809","c+svXVxpRberDkfQlSQaQQSq/ubjDxtuqkJUddV","EVU","Standard nach Anzahl Stromzähler"
"CwpHDRWRiKrQutUaQyAULGzRmxIMMoQWeusgJQw","XgvSILVVoguSFLwQRwoTWnXUemLdrZjoHUXsXEw","J09A4011","J09A_L","VBKIUnwjlTUMXkxi+Ola+WoUEdWSWFGWqoyvOgs","Lüdenscheid",,"23","58515","ZcQiHvstHSYuZIUfAVwOnJBxdlIGeuGhVSRqYtX","EVU","Standard nach Anzahl Stromzähler"
"UasRdOIpEZblCkq+YvUxfgRalWfRVvErdJMSXVu","RBCSKKzTXQwjuUSrtQTuaiyuCMiuafwOXTZamsv","J09A1703","J09A_J","QTsWuSVhHFGvLXipsGpUOtjCvzGczAtRSHA/lqI","Hagen","Vorhalle","13","58089","TVWY+TgZUWdcQfzTYURZyIVSWBgk/KyYWFuTWXF","EVU","Standard nach Anzahl Stromzähler"
"qbAWYlgWYCSrYQLtbZvmlhAskFquLTCNeXjyhSY","cpZZjWN/eQptukZwtTIfmRQVSytTIQYkegkoqEm","J09A6105","J09A","wgcpwwUQtpLRwqGxS/iBRsXrXjkqFVSRYSQIInk","Neuenrade","Neuenrade","14","58809","QwWWhxnYr/jCDGRLg/xVklmaKBNoQTUXVluHyFl","KSA","Standard nach Anzahl Stromzähler"
"GvUoZgIWUwTtoIvsXhUakFgwWEuzbWVBcDGJOXM","tTLrHLfECRzuOLRLkUIkRegNeFlVjVVNvIvHOCP","J09A6102","J09A","moFnxN+oQS/MqKkCFYZ+KoZcBCnkZvUKoUdNsIX","Neuenrade","Neuenrade","18","58809","jqeZzxYrUSVgfKEmdFXkWEILleUtLNYiUJWRfpe","EVU","Standard nach Anzahl Stromzähler"
"Q+LdOZqZdUbxtxpVc/ZKJYPyRirLwWcVteBwKOL","VWWiQZXKuMchoDTwBrS+UMvtCvSGkmQuOjqYCBr","J09A6102","J09A","LZK+AuhZGsWRRRWZroqFfXyuSGSRVZuVoawSJwT","Neuenrade","Neuenrade","38","58809","YpDToeBsfiYJRmRwqYT+VBsNgibbCZjyWgYu/QI","KSA","Standard nach Anzahl Stromzähler"
"iOmUcqVQClzxhP+YHURSSLYdoVMJYJqq/DXxIOz","hGXluWQnNVSS/hXYYPUNVZhPukLkI+QCup+GaWD","J09A1611","J09A_J","XxbhVRgSoWMXWJEdpepTEuFoEikYUdk+VhWMXhF","Hagen","Boele","55","58099","CRFnBtUrgQZeqxO/TUVXzVkdbNrYUWOptxaXyuG","KSA","Standard nach Anzahl Stromzähler"
"LTYJLRzgZthvkZRKJfkUFz/JuwmanuihDmIUKZx","'+XwiCcbiNnWRdTUOWQQzxdTYdeVPQhyQpUEzKPQ","J09A1703","J09A_J","tMmeRZdbZ/ZsvQAgOXfbsdOPpwTRhLlD+eaxSqN","Hagen","Vorhalle","49","58089","fGjgRddypX/DPYVW+uSeIWYlyL+laGGvlcWYsDG","EVU","Standard nach Anzahl Stromzähler"
"eNXgSxBgzKXUPxYzztKGgYbVZPMSSQllvgLRQgm","rr/DrUQNokbXzVjtRTWVHQFOYIHsHXWggSUKkSU","J09A1701","J09A_J","vYBEcHhVXGCRFlVVphoIQrSHkZohDSKYJtPoFTQ","Hagen","Vorhalle","2","58089","GzASbitsYjCSCHfUOSZciRStWMUzpHQlSWlRDTj","EVU","Standard nach Anzahl Stromzähler"
"iNUkvB/WWxgUdRNmDoGaPmsVzEhoVjZWDeiDxdU","WtAyWZRRLzUeQrWMwFmfmHVMKrzwVPefUQbmB+U","J09A1703","J09A_J","LZKUkYeZWmUnbmbfYfzzUnwhWHLEjBOuRSunzIg","Hagen","Vorhalle","53","58089","SFMtBfSdkQRSZHwAoScQShnIPvSmsHmqlVuTjJy","EVU","Standard nach Anzahl Stromzähler"
"LKXlnXIrhZZYmLSdRYEfsoXZTnLCSapYvaORqmk","xAdDRoaHiDNDxCBSDGOtZK+GQxY/uKSiAaqAPWU","J09A4011","J09A_L","VvLrv/XRdEdfpSjphDAWLWAehYWklVCU/ZQzSwV","Lüdenscheid",,"42","58515","STRXvWWtYUJWSVRJnptYWvZyhl+NX+fABqkkSr/","EVU","Standard nach Anzahl Stromzähler"
"CObuvUSZlZw+UXIrZsLQJdaXvyqUPvZ/sD/Wzbs","lzZTM+qxnyvgYjYIoNgM+peoVyVgYDoRFQXZKqb","J09A1701","J09A_J","'+JNfSQOOKtLJRxdwRqYiRNBFtnkymdpIptaLQYL","Hagen","Vorhalle","3","58089","k/ZYCkayIAQhWyBoWuxZZuQ/kVxTGEzGWBZCRRc","KSA","Standard nach Anzahl Stromzähler"
"GKwZuY/jVVQoRYnVmiSFv+rQNBhBUUoYUvVMqge","ZwUiOGqJjPxAlXVszAqWIU/ccXUdBO/tKYJdVtd","J09A1704","J09A_J","wgfaaRRQiNDUQQDD/m+ruSQOBRbXWyhuOBUZAOz","Hagen","Vorhalle","35","58089","jwuPGTBNduvDQcqdeOocSezpVpuROAUDDwbeSQQ","EVU","Standard nach Anzahl Stromzähler"
"dcUORDJpZGHshfpwpTTAhtjMQYDXxYGDHFaXMgg","tLrjUYvTclPSjAQTY+ZbzYZFTprZHVomBgDSnrW","J09A1702","J09A_J","TafeBJKpAXPuUQStMpQwkxeVnLiMXBQMQZuTpRL","Hagen","Vorhalle","36","58089","TnHMgaYwiWeZVIaSZHarNbZafjFrwiVXSzST/Vy","KSA","Standard nach Anzahl Stromzähler"
"RQYsEtEqjAqHVWYTZTliBaxrTjWWFpsoNIoMSZq","rWWZeVe+W/iIZXUAwPEtkXKvZWVLQSJr/lTYoon","J09A6102","J09A","VS+yQ/VRSSjUDPZKXHsWkPUuYsXdAxnSqcLGZAY","Neuenrade","Neuenrade","14","58809","kzKrRSTZnYeYfnFWkLolvICwgKnrSVHCZxUGRV+","EVU","Standard nach Anzahl Stromzähler"
"QEUcZZYOmuSqXEtdjthBtgMbTLqTKviWXkappSP","orZWxMrifaUHaTSHzyOR/+WJjDSqtrFiIIOVVyW","J09A4011","J09A_L","wghKfzr/yDnilaWlTLkcCmYLfQLDUmSkirYQuhY","Lüdenscheid",,"23","58515","GUVVGTOXyflHZrahsTNsVNObePZTBUWFDft/gTs","KSA","Standard nach Anzahl Stromzähler"
"I+zGCJzqZbfMWRQRRHVSSBw+UINKdQ++mS+uzvR","wyLNhePUmJMXEOYThcccSVlcN+fUQyYTVPAfTEv","J09A5011","J09A","OWcewWrxTBwVSRHM/hWcNDKrYbFSOQrYBPepSyc","Altena","Altena","44","58762","AxguWdTvIUygWBUZHX/eKrdHRLUJo+BHSGHweFL","KSA","Standard nach Anzahl Stromzähler"
"LvKhiaYWURrRZJzUcznCYXFZTsRFVVRXTXjKMt+","JW+XZzcisxpSktWqHToUfw+MhaDXpQTRYmRdstQ","J09A1701","J09A_J","YOWYUNyzQLRrLWzDpuoYXVOYivVRcbq/bZORBFx","Hagen","Vorhalle","9","58089","rFZBHSeUSIYWXqILZHYFdUbxwpJPRRX/jKzFmzo","KSA","Standard nach Anzahl Stromzähler"
"HgpSLXhHPUlqUdiKNnzBvWZXq+UVITZTZiwRyop","CVyhjwYszpVeE+SeVFaXSXBvX/jYegZWXTUUtGY","J09A4011","J09A_L","HWfyY+CqXhYKiFpYygIxsyVNwmbDTWgQxebMZfQ","Lüdenscheid",,"62","58515","CNjMhQAdLwUpqCsJdEGKQpDQLYphsYbLdNSFTOT","EVU","Standard nach Anzahl Stromzähler"
"K/cDbASQV/Hvikdkss//NIQVgyVOQyavDdeZFYD","hmVb+KZkPSLsJoEPNk+Rr/XbFWWXpSeBPs/tnsw","J09A1703","J09A_J","Rr+LxQkGCviCaoIlVfbaRhFnQXHckMHKddJUSog","Hagen","Vorhalle","13","58089","FDRQCKSzSHxFLWYbIpDWfRJTXYAQSdKEFexXvXa","EVU","Standard nach Anzahl Stromzähler"
"SctkUcXcP+VSqWBqNuMfmcXAvTSMPQy+FYXImHU","Rrm/FuRPhOYXLmRgxURQXxAoffcGgoSfchEzYDt","J09A4011","J09A_L","iiemjDlMYSFODOjvsyooIX/baZwXTuQZcvPJaRN","Lüdenscheid",,"15","58513","sGglnwt/uwYcOUOTUpUyyLvfGzoZKSwptYAMfgJ","EVU","Standard nach Anzahl Stromzähler"
"KVNnASVx+McShnUjtueXouZFhioCEoMmnHLCXEI","fywHUu/QtSVVwATkyzAisWeGhUvKVjcGlkS/QeX","J09A4011","J09A_L","UkYkPcVfTqFuY+X+VdWzhVSSPDsqbFZg+UZYRYg","Lüdenscheid",,"6","58515","zJvqrmeK+uxRtxWVpCHsrbzgTyWTzSwVTWCJraG","KSA","Standard nach Anzahl Stromzähler"
"aRUvmyWYxoeQbOXtXhQIKEIzEDwSzPlujMJCWpS","SqilfjHaQctKrQe+gayVVLrJWgegTVwLIc/saco","J09A5404","J09A","UKFji+ZQFxvzcYcWyJWcRetUrlzdcoIaULQXhMy","Halver","Halver","12","58553","FWGIHZXbFQspdUYuuZFZf+kuIWoTKkqQzenpZWd","KSA","Standard nach Anzahl Stromzähler"
"vSXPRBpVWheNoi/frsAqSZsPirYeHwaiFpMlwcT","xGa+TUrEYYdBlUVSMVzVgWjUKELySqdfMDdWYcz","J09A4011","J09A_L","CpiTUWcjFzKNSjKdSZosyWsffRgQbQqPOnsLUVS","Lüdenscheid",,"4","58507","USUBUonYZakYVcBLZTjUTgrWxVSRTQUmTQbZTvc","EVU","Standard nach Anzahl Stromzähler"
"jkxQvjfbLaQJWBSCiZWQWJr+frCBfBxaJBfbkjS","TYUXV/dYxEQFcnQfvSuAByGSKbnjGQPUvQ+vUNK","J09A1703","J09A_J","zBjFTPQnWqau/sQjHeqXNvgdRRpbaYrzZceLivx","Hagen","Vorhalle","35","58089","XHrYWTELNTraXhKVwmVU+iclVRfhXStYS/DYB/H","EVU","Standard nach Anzahl Stromzähler"
"/RSSXhUSRHudbmkiMUSZouRFlwZUsxJYAToTJcI","CIaSuMyERKh/HvWRaXRRKhXSUEEPNMWYXNQvTRw","J09A5017","J09A","SiyHisHTEKWZfJmBB+oTrJLOteqZ/DvFUyyNlCi","Altena","Altena","15","58762","lpBWLjBaiNHhAg/HeuSATGZHoqKMgbJsgmxeUnQ","EVU","Standard nach Anzahl Stromzähler"
"ZwZYKWMgbPYzWgZuSJssCqyiOfYPQ/wUSRQTQUN","WZZR/BVigzhxRViUqvsZQlEjlGDJ/ec+QISRwhT","J09A1702","J09A_J","JMnIglREZEJTIFgmBHRlTRLYVwzlTJtEUJwUXVb","Hagen","Vorhalle","48","58089","'+T+wGfXIKHuUwXMeYvVjPLTlzESORLfxdZSTbXe","EVU","Standard nach Anzahl Stromzähler"
"y/LeqoMMC/wUqUz/RWWSYMvS+ZIGrTUTlYtrw/P","ISFLcUdiwlfwLoOOQV+zWNMApSRqARMUUTQ/ORt","J09A6101","J09A","FjzuoVZVDuNYhkRBYVwhOy+xQdoQZmqSYWBSwPh","Neuenrade","Neuenrade","1","58809","M+KJRUsUjXteHCRTpOwBGXdfuOhYieZfUQJYXaU","KSA","Standard nach Anzahl Stromzähler"
"MFUApshDShYxQcjhREqWNCOlVTXTbKqYTGIU/lT","zpVYuIqQBbQEGRjOdzfBJOCZgzwTksYVhmueskC","J09A1701","J09A_J","vYECBBjlyFq/Nk+udgIEXZCMpwnligDVHMxKzuR","Hagen","Vorhalle","7","58089","SXWdYGDWaiNLJyTYRa/MkWYdGevACV+XyMZwzWv","EVU","Standard nach Anzahl Stromzähler"
"OjyUPXkUMNSKWrBVGlsUTpoqwUTQWunsLXXVoOh","YCXqU/CjZqURFfvQSVSYRSZdxjuwzZUOYpIPNZB","J09A4011","J09A_L","NRZ+HKhoaQe+actUAWWFAZyJW+mXNvcmukmOTBc","Lüdenscheid",,"18","58515","ZBYjfsxRhXYaRvzvFMQVZXUVCkfMeUYUriSJDYi","KSA","Standard nach Anzahl Stromzähler"
"cQVTTZsGPe/BoOS+XWSNhmYpoFfywXyZlANIAdR","UOYLFYrqVKeGFrQQWwtaMzMqpSVNUzaZckMp/Yk","J09A5013","J09A","XxhHlaRWwtsvVScioywEJlFgYZFR+JwUWRGQK+z","Altena","Altena","19","58762","XeTGRNtQemQnUfjmZElUpStoDQ+aVh+znWnGMES","KSA","Standard nach Anzahl Stromzähler"
"MMevFb+RksKoQnBlYWoWtTTKTo+K/qKkqlUfXWK","aZlYYZqwRbg/uAkARlRZyyVVQzDuhXTnqgzK+zE","J09A1704","J09A_J","'+JVUyKwmDUQbxVZxfkmOYzQWZfBXxCCWqjVpUIl","Hagen","Vorhalle","22","58089","fEtjiHakfMMHFkFlrjQHTsnltBYoYemCQdPFaMm","EVU","Standard nach Anzahl Stromzähler"
"RQYsEtEqjAqHVWYTZTliBaxrTjWWFpsoNIoMSZq","HZiUYsvTZHtWBEKYwQcemGClCRmzeJKavSdoTYJ","J09A6102","J09A","Bei+lKeQKkId/mYeqPUghPUXz/ShTgkoQPioQTU","Neuenrade","Neuenrade","14","58809","VxkJHXoQgDoRFpfMEwTHRWfyRxkzfazPCdVOIWy","EVU","Standard nach Anzahl Stromzähler"
"GVfaaiWu+AyhouXESkoueTdlGYV+DptLZsXMATF","XhZSRsBjVMKRUYOzflhgqEeXVkfN//Vk/PZUvRr","J09A1703","J09A_J","SVQpQWLJPhfklezj+RRKQTdgXWRCwSlSMQAHaNg","Hagen","Vorhalle","13","58089","aqXha/cRMVgTSX+eXRoFqMrKIuCAaaEWtnhZXdV","EVU","Standard nach Anzahl Stromzähler"
"crUOtQGdBEnzhVYtkXRvWok/vUYw/NdQcvXkBZT","RfdkeiPysZjlxWdgscZttClraDiXqGTuCYwVoDV","J09A5403","J09A","'+kpJXGfYUTeeOVtdjxZjnZamE/TVKRgAfETTlYV","Halver","Halver","8","58553","OEWSaDZ/rOawjJYWZmgY/QkvAtamRapNBsylIgp","EVU","Standard nach Anzahl Stromzähler"
"OUVMYULXLbLEpNbRqLOeEcbOwjTeSwLYFABsUlf","lLMpJdCWirgDsWCvdHQOUbMTD+vYGOhO/JRFhCD","J09A5012","J09A","FINmx++gGkdFXGZFwjFOapxCsQrNraGRZSFiMTV","Altena","Altena","3","58762","yTPjDMVPozZYZeBJzWbxQsAvUoFDSvcXOyysiVn","EVU","Standard nach Anzahl Stromzähler"
"YNUJZUFnSWynREHQWzYnqqBwHwSPoGcRjpRQYdx","QwfUrj/tzGmdVUHXVxyFGnUucmcCQWJJ+cwZNc/","J09A4011","J09A_L","VclcJxJmbSYQmXBdpHaVVVXEEhzRtrIKQfsOztl","Lüdenscheid","Lüdenscheid","5","58507","CoExWR+RXvIRVuIsttgaFVjohWUrq+pSShHYdBa","EVU","Standard nach Anzahl Stromzähler"
"ihxOTJUYEQsS/ZSQrskVaEPRg+eNmTZHbmBYpZq","ZZXBKVUIRvNVeqkBSNHeoRLjAWWRrLHFWbUWUEe","J09A4011","J09A_L","/RwqGKBuqPnCzERVRafHDbaRExZWVmogOuFAA/V","Lüdenscheid",,"10","58513","VTSJZVhBgZOP/QSEabnEkfGRCapHerVTdBDXJ/w","KSA","Standard nach Anzahl Stromzähler"
"RRnF/UpmRHVcgNoeY/lzlIoQz/vBXHDtxTDkURa","j/DAVZTdQAmTmXfhWnkokTULiMROUmqRPWKWyRt","J09A5401","J09A","PdjvuUCWSMOfGGXcGvenwiImmVqKJ/YQfD/YxaS","Halver","Halver","11","58553","ZXTiVgRJeXqQyrZwXGlhUx+uUNQUWJJSSgJhsPz","KSA","Standard nach Anzahl Stromzähler"
"Ft+oBKtWOzS/kJsqihtswdXWZXDRUUWPLUxjlSY","ZSHgXwKpdDpMemnxYNvFivdQThACzrgFXNqYUsb","J09A1703","J09A_J","yVffVuRBfNXlrWINxeIjkkkAuVmduSpNAmQXWhy","Hagen","Vorhalle","11","58089","oYTtAADhbPyHmCXIsZXCVNaU+WmT+ZTYZeRyzWF","EVU","Standard nach Anzahl Stromzähler"
"FLVXdjhRTxZvbgXTJEPkBjVVpJljYzGeDBlBmez","w+QDyHMsBy/FOHNqRpaplkwjWWYCttNWIiVGjJK","J09A1704","J09A_J","rXWnebBGnHYQlnllazrNVwVpdPjZqSZbSx+eamU","Hagen","Vorhalle","2","58089","wfFYEUhnjQBZv+suZfXhgspSXRMkwlErSUIoMao","EVU","Standard nach Anzahl Stromzähler"
"SrsQTSfcyzoKOqQYRsGWJO/bILEhjQiiHhflCSR","RkgRtGzUuboPAgQSRndPaHWYcHUHJgfOhyYYGcX","J09A1704","J09A_J","MIFSAUSRedHvQljrgkNByEasVArYVAhKFDwGUEH","Hagen","Vorhalle","8","58089","TmwsLXeBQfYSnkR/FtTzKStBWWRDzReVfrPQCeK","EVU","Standard nach Anzahl Stromzähler"
