HAUS,ANLAGE,ABLEINH,TOUR,ME_MA_ID,CITY1,CITY2,HOUSE_NUM1,POST_CODE1,EQUNR,ENTSCHEIDUNG,REGEL
"PdIWDPZDR/+CZZUHVZZlGSUWhuUeoQK/UmlAYa/","tUiBC+WnAIVbTaQlpDWUVnkmWWcLmaSHgbpoopI","J09A1703","J09A_J","tBoeyfmAgMWVccCVHGWUiNxU+fGDraLxRZZIXA+","Hagen","Vorhalle","9","58089","rtQQdmISlDOVIYpzTqgWHndp+rtkps/EusbLNyC","EVU","Standard nach Anzahl Stromzähler"
"pawsnYUokcdYVcwHaa/kNec/qSYDjealTnuXTWY","BIHTeLVxEoJtWsSVewfXNvgSzWYozptkYRLCZoX","J09A1703","J09A_J","p+BVVWJnDpyKRAXVtsERLYWMOIpnaXahNXBXKCS","Hagen","Vorhalle","22","58089","kVMRnEMf/hftUHfU/SmNRvPPFBZRSJMWCwXWOEo","EVU","Standard nach Anzahl Stromzähler"
"xJkDcCtdIXNXuMYOakAGBXsRiqMBjjzil/gTjaj","PjUUpVGUVYVkAbRf+NWZSgGFBdRfVzWYUTUFbdU","J09A6103","J09A","lWjZGtWSyliAszzUoNRltwWWQMQyubKZYzoQLYA","Neuenrade","Neuenrade","14","58809","OOHZS+ZGBNkXFsmExdQhvmNhNLssVBHHRcutjor","EVU","Standard nach Anzahl Stromzähler"
"vZQYyWyeZhmoqUTkljGW/JsZYgzHgAmaaixKcPW","bXjvVBbVFlPZaNOmhwZKWAgUIWNDDkgmCiclqBx","J09A5015","J09A","ruEB+BZgKwDVKlqMJ/QHtqeQVInSwBOkwlpacWp","Altena","Altena","14","58762","AQy+FLQwKHvifvRawNU/lTUAEYtcvVZVsFkOZb/","KSA","Standard nach Anzahl Stromzähler"
"KMWvJXEDyxLzhbUZGqcutkiZanNUKaissbe/JOX","RBWcYEWtTEQPwmVIDvxhjd/zcAucp/WZvjsRHCU","J09A5014","J09A","qIev/VYtrpXtikhXV+IuPQRXxsCQYbdxRLxJkk+","Altena","Altena","33","58762","mDtYGgGXSx/VEfzWSDWXOfZidgVzuJrh/NuwhsS","KSA","Standard nach Anzahl Stromzähler"
"X/MSvNIQdfnSxO+nQKZQpOUObqIKT+xYKVUtCcR","jkLrTUzAnwmVRSUkYaS+RQYzlVcgrdsWhZooYmf","J09A1704","J09A_J","MYpqXJWYdTcZAYXXj+SwvN+GsdsKgLlzIEgIVRm","Hagen","Vorhalle","19","58089","RBZJFIUgLFyViUrhoN+BXZUXSZzoxvyNTASIUqE","EVU","Standard nach Anzahl Stromzähler"
"ZeYugX/GRwQnxOSKs+uNaEVQxPvkXnSjAxgikkS","mYHWPWsRRP/XYsMUlBJoPXiIfqMlctYZIZMjvGH","J09A4011","J09A_L","GiYjQUQZnSJS+GWdFZuAXpTVzGqe/bXKtiYKJnj","Lüdenscheid",,"4","58513","FHWCbk+KZErIzVfNYbNFl+vDXVrRrXOrRfaYBsV","KSA","Standard nach Anzahl Stromzähler"
"ThWKRHLOfVVHzVghbVTpRQWETsoLwnpUtAsuSbG","ShzuLXCHKzxPWv+TQCAogmTlgvpXoXgrMUdVpup","J09A1703","J09A_J","dR/XnPLSQeVIlttJaDaSpYVFzLtBapMTKNLFMdf","Hagen","Vorhalle","22","58089","DSQHvgIUhmZnQMS+VVp/IQgXRlvMWOBStPphzhL","EVU","Standard nach Anzahl Stromzähler"
"WBatRVEECsWmUeoqHfgzvRyKs/VTlWTkURZSVUZ","fZPXXfDYN/PodEIUqPhtQyrfhzhhyRZM+dNOTTP","J09A5402","J09A","kRUzyYtoXKxWozRCnEtRtVBxRyRUBbrbTADWsdT","Halver","Halver","79","58553","peqXlZUXvfsUJNETEKEvFcRyRIePkSPkLsKqhYH","KSA","Standard nach Anzahl Stromzähler"
"wnwgQDKRVTwuZHREvTzWsQhZQdZIIRbQolkCpHY","ugUQZXyniURqlDMDqFLbiEtHiV/OQoYzxuYTeEA","J09A1702","J09A_J","YjtdVpdGc/WOZTYVtVnmWQRdAfVdXrXLJZTQLhQ","Hagen","Vorhalle","50","58089","KjKTVWcwfZqpfVMTYqSTdvZbVmYCicRTFuzCNPW","KSA","Standard nach Anzahl Stromzähler"
"oDViaOfrarAe/UIvbrVjUGRavfAYPupNCvFpYUK","WpQPioQsmSGhhs/TVagY/RXGgTBaZHJlQHICSmT","J09A1703","J09A_J","eW+WtXT/taUzkqasUenZKBYliZlKSPVISwBRXeB","Hagen","Vorhalle","24","58089","q/kjEwCiMDYprEXLkpVmdReEoRYsjjRlhaafPhp","EVU","Standard nach Anzahl Stromzähler"
"e+pwcXW+mqvBFYUhxlXKZXpQWqlRUJvmSQPiYHl","UiSctWGtZPUlCRpBMdUYbiFapRYuqFXTEMTtSsa","J09A5016","J09A","cHkQyIbdzJdOozTYUjqI+MWxqvifxePJxsUfMVt","Altena","Altena","82","58762","vYmSSTSaYWSQlZjZWXgORpvMUjKDzjlv+xQRXTG","KSA","Standard nach Anzahl Stromzähler"
"XBmWx+UhrqQVGSgLiMmiacPufUWBlvbgtZXoVxS","HiTQpLhyQkDZv+TiXtqvJmyptHBIPHZwwUubZa/","J09A1703","J09A_J","tBvzCxGHfueQYXH+BkwcZBiwmmbGJUHlhYSv+TQ","Hagen","Vorhalle","23","58089","XTRiQiTLoGSXTqERDHOTXkkPfZrumKHTTqQdrWC","EVU","Standard nach Anzahl Stromzähler"
"l+wVodxgQpgJoSXJMZxNVAoJwnznrXtWUvIKIrW","fSVISQaeyaeuWVTNJwbtQXkpVfyPIQzZWugNNXE","J09A1702","J09A_J","gnlzhGrpDAp/GWjZcZWJTtYzVSGvfHYTkrzQkuE","Hagen","Vorhalle","50","58089","xhSASRYljFOaYrIKHyiGTWZvbs/TpaDEpRySXUR","KSA","Standard nach Anzahl Stromzähler"
"kWY+uXXY+lcelsSi/VaocJeVYMXWYQQVYSsVDQG","f+GdBBgbpAam/YQVudEVwniRZaLU+fZSuxmzzhU","J09A4011","J09A_L","SdQjgpQMQjtSuVuTVW/ysDWZxCOHvLGcmACGTKK","Lüdenscheid",,"6","58513","eZJbRWsqXsizkuWYdBoeROGwZWtDsaCeMMJSRam","KSA","Standard nach Anzahl Stromzähler"
"iYcrWOYOXSxwtXSZlBUYKXIZITILOQUpBnJUJwI","xGiDo+jcRAeZIXXJYauIblZIgHUczrnSCLdWKYi","J09A1611","J09A_J","LymmQleWSZtdYB//xAWnpoo/lYNNviC+BeMdShh","Hagen","Boele","27","58099","mKVUgyaKERGletaPBgTSe/QARgyjZJWMNfRvYqS","KSA","Standard nach Anzahl Stromzähler"
"cpPTsXsUaRrVvSDVXyDVVYWdJRVQtEYrxgtztWn","OM+drkTveWtKivJPZlhiXuNbCCDQKURGZdmQfnJ","J09A5017","J09A","UTOuNdWxaMFtrISxKSoSpUiayEQphs/vQxSYRU+","Altena","Altena","9","58762","YGDnnqYHym+IsPJUfzNuBaQjfSoeUMZXRGglVqX","EVU","Standard nach Anzahl Stromzähler"
"SEjkWt/faPRbplsSuVUJ+zBtXWCuTiqUTfHrQOG","YfetJXhXGCIgBaHzWBupfYpvZoUNEtqzyExtiFe","J09A6102","J09A","UxXQyYvgKIGOdhNYWaYOXpcAtrUZokpTVRavFmD","Neuenrade","Neuenrade","6","58809","XSLqUnXSRvRrWPSUGyBtKbALHfvUdVXgqirQPEV","EVU","Standard nach Anzahl Stromzähler"
"RYNfDRsZd+zECVddBFZoYUxcYvDYUcyZLMohpLg","HyqNMoUsbEYyfcSsKZi+UtXIIaUXgIDOtynRVpv","J09A5015","J09A","NiipvfbaEZtFGYvkXILytKncnkQCvYLJyJq+MuT","Altena","Altena","58","58762","ptfTBwkJx+LVY+HVtSzuxELfXqdLVVhIYYRlmQA","KSA","Standard nach Anzahl Stromzähler"
"gZgD+EALJkScaaxQA/GOZVDTmTKXPiGXPBw/HQX","guVsz/QA/jkZu/Y+rYlTYbOuv+UuZOScxkvxJKw","J09A1704","J09A_J","kuZTYwNSRYNMixqYtYqG+kaClYWUSMXsXLuPxoe","Hagen","Vorhalle","1","58089","resWzURTZDZSVmTkMYSYbySDYXdbqkbmqzkXosW","EVU","Standard nach Anzahl Stromzähler"
"wSQNaLHbHdOEFEfVlyWRpUGUSRVSMGsseMxaHZg","vyokoBT/zXsJXbSVF+sZVOSRTXGXBPHtupCQWkf","J09A4011","J09A_L","vSZBjLH/XJf+PqvWhqKFWHSYQYoGS/eGTNOupSn","Lüdenscheid",,"17","58513","ddws/MFV+PqrBifuFAHlGCQGEwsNZThchFtXDGQ","EVU","Standard nach Anzahl Stromzähler"
"pmvtJrxLBYJkRZQoGVipGHmSApWKhvsWrFgoMhd","TcGGVDnBVZLYeHoXCxUp+nQUVXdXaFcPQFBoCUx","J09A1702","J09A_J","OQzZjVxFXdOLCUZVbVSVkEmBZIZPSM+vGQSHZCs","Hagen","Vorhalle","1","58089","dWEFUULcXNLWniNmJxqTUFqdEYMQvQsoUgfrgBV","EVU","Standard nach Anzahl Stromzähler"
"NQDTUTG+VqvcAYufZmvYmkeUCnRGwGiQUwGRJSl","RRWGPZFOWsF/vTSVSkRVLmuGQUsHBnXQUFvTVDQ","J09A1701","J09A_J","ZuUvvRRUWjrR/mRdKScJWQUCX/NfShGUPTiUleS","Hagen","Vorhalle","14","58089","RvxCNwCRvcTxSjItoKHSSXdXBHQYzWxLzamfojn","EVU","Standard nach Anzahl Stromzähler"
"IUdERSVoCpnbunTHMhqRjbyRREbRecenybYOpZt","X/UbUIXuYiZntRBIjnZDQXDxWAksmh+YKaaBpQd","J09A1704","J09A_J","HskGYwUbKHvVhAXSY/dYGpmUuYQONKYSo+RFVvX","Hagen","Vorhalle","13","58089","PtrNPYfnJSTNRWjSwBSFSOYYVTaQYYjgRTeKOwf","EVU","Standard nach Anzahl Stromzähler"
"mkbDZWVbNUCXUCDklUMlqqXfRPeJotWqpSMYGLM","lh/+ZYqBnCZds/QsVNdwmPBUklNdaenOAk+duPR","J09A1704","J09A_J","Q/ULuznSXGZkXRGBbcjyZjBXGwLdbpWYMVjSpTD","Hagen","Vorhalle","4","58089","uHUVuEGCvBREzSqDOVlsT/A/bmgs/PtfbWPRRSg","EVU","Standard nach Anzahl Stromzähler"
"quQWjVGeibtYcmEcxBFoQychSWdjmuOoCMYUuMg","xsyLiWgUVRE/dkgbADIMPVGNFshtMTiTzxYyyXT","J09A4011","J09A_L","LyqoRezZWzEpLFZg+xNfbdM/gXMKANKeJZGXpwP","Lüdenscheid",,"39","58515","qRQxhPkGgTIYoMZuZvtECPUGYoketbFgXTBZvNz","KSA","Standard nach Anzahl Stromzähler"
"fxVYNuUDYwZHtQhweAXWZbZllVGPuwyVGHWtkXT","CSodgZZvdcFWeSVQHudOVGJoGhloYhWiQoXQWnT","J09A6101","J09A","EUMsDNRNkbLrSAZwJxfqypqRXjdFsKdFVVuvrzf","Neuenrade","Neuenrade","75","58809","ShuOR+DdMDuAhQOEgjSNNjrqqbPLexARivhPatd","KSA","Standard nach Anzahl Stromzähler"
"JorcPRLdgdqYWmUTyRQUVjkijTUScojUZlS+UYZ","UvYMlgrXYEHkLmQkUEScKYmDYQWUSmc+XYPTVnm","J09A6103","J09A","QbLUZHtroItyJOcNSxTYRUVSntCrvdPT+AjhgZu","Neuenrade","Neuenrade","4","58809","QnTWwPSuX/VshsTLJp+mnetfQYnQUWPtxyoxOwz","EVU","Standard nach Anzahl Stromzähler"
"'+GJOTWPguIUSZsgZ/HUCCzGVsnlqMQeFFVZUloW","UZSC/dXTe/GRaKQjGjTMF+LNSXXnX/GgZNsKOeo","J09A1701","J09A_J","GHscCYBdFmQmklAhlQjUYVYTQA/KsSMfORJBeSS","Hagen","Vorhalle","41","58089","taZQpZgwKTFfFZwErXTUoEdlzTIoXQFO+TwHXTY","KSA","Standard nach Anzahl Stromzähler"
"yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv","nWWSTPdUNAatjQv/ZDFKN+/lsEqVL/WeYzRVVxC","J09A5401","J09A","'++LgzOQQzSPxyZbfXYSeTqRQMvFFzBZSxEWBYpj","Halver","Halver","14","58553","PJvyaKYlOQT/TDTBZkvyJdEKTTnIDIQDRKqfRKI","EVU","Standard nach Anzahl Stromzähler"
"RTZXSojAZF+WfKXiLdRYQRbSsbVQZSKXRQqMyj/","BpWTLJAkoAUbhsVHjRWgQcipNlgUDZFSKoeATrn","J09A5402","J09A","cHqHlQYoWmSUgg+CQwrfBrzhiZdIkEgMzTxeEGU","Halver","Halver","3","58553","kvTYSqQ/mCWIGVLkBTagCpzrlYalwJwliWFYcUD","KSA","Standard nach Anzahl Stromzähler"
"SrsQTSfcyzoKOqQYRsGWJO/bILEhjQiiHhflCSR","albUs+VeQgxnzZvWLVuVjVlcXpXPTfZfgjVssvR","J09A1704","J09A_J","VOWQVTrAAlemvRNQiRSkUDaVH/KoUeWHgWRYIBk","Hagen","Vorhalle","8","58089","NvZ/GTeUQeDYGeSUQGjKbcLHmRUCWETHCt/JuFY","EVU","Standard nach Anzahl Stromzähler"
"lGcRhYlWbLdcdAUioqYcvkUFDNUsoVdOfqPvLMV","fShnSfvnTaH+EBUaNbBzQgZJxURBZ+QMdqcYUBK","J09A6102","J09A","DpxKeaYsxXywoGaTIFLsVRAJZYJThuVkyAvorWO","Neuenrade","Neuenrade","22","58809","ClVeEUvHPQuJZuWTFRTVRVpDKBlltFtXEwjyjOq","EVU","Standard nach Anzahl Stromzähler"
"YkwuwVR+hdRAVphDdUFbuWGZzmgQQMUHAOQTO/r","y+TWugoGaZNFcb+oRkJhFQpV+WRWZrZz+LgUZ/h","J09A4011","J09A_L","jHiUG+HvhTAcVguWolSKpFIxwpAboWvtRFaepbj","Lüdenscheid",,"7","58513","HrLRUWDLagWSsPSJTWzHEvDbQapiuihgOGnFFxm","EVU","Standard nach Anzahl Stromzähler"
"gmOHzEISXYKsYsryXygBEZejMzlFuURVnNTSkAN","SmPriZfKcwNTRyozpoNztAobVuUQSVMXRCZHURo","J09A1703","J09A_J","ZbdEIiTxSsVBwYNjcqEYMtNtNkVFEXYMjSXsOkU","Hagen","Vorhalle","8","58089","IrkPriRhhccGTgMjvwYWWZvHY+NEGlYdHWuUnNG","EVU","Standard nach Anzahl Stromzähler"
"mTUSQdqmqSlta+WeSJQpbWJgEdEjLgDctzQxeiB","iRtRzSsSdRPaXWnrFW/vddcMIGqeVCnTaGuHRwf","J09A4011","J09A_L","VOXN/tVdyFZYvuIQjRVlHiTRTXMRVOsjGCgsPwR","Lüdenscheid",,"21","58515","VaSPjpWYOUhsRbXpYrYmJuNCtwht+bBcZJEzZcx","KSA","Standard nach Anzahl Stromzähler"
"BkoDNUHXYRdSGAQHFhoKAMEwGwsSLYSGZSaGVQT","HWYRWWUYRhBSMGrsBrHNRjVWUwOOVyHJdScEsGP","J09A4011","J09A_L","CeQEwyBTZzPqQZErVRROYwrrxL/bm//vzH+nIOd","Lüdenscheid",,"12","58515","CMEyxgHgEDAiWNJbrTQ/g+meGpnvVbmdVRoXYUQ","KSA","Standard nach Anzahl Stromzähler"
"xiYBIzKTnWt/UolIxTWkTT/KSYsOWimCphEUAXT","cqRWUmioTCHYRjhKXYN+PBgfFzATXSBgXXCTVQJ","J09A1704","J09A_J","jHlIxUhUZwMRTjMzcfnWujaKOQVnUaSxTuEyNLO","Hagen","Vorhalle","4","58089","wIqO+uaZJYxJGY/RHKTYNcNFAjKBMXeUSGgd/Ci","KSA","Standard nach Anzahl Stromzähler"
"Raygx/YzGzZdRVaXjIexibSXdU+exYmrVYOguWS","lPsTQFs+wDORtUqyIriDpSTWTehUQqPLoUzzGhf","J09A1703","J09A_J","/jKpRZLfEVvV/ppcontBTtYQ+UNYVdsVSrleUWJ","Hagen","Vorhalle","13","58089","XR+XLqzHRUDBKCZXoPgUSkjlzjsSvJ/dnzC/yMk","KSA","Standard nach Anzahl Stromzähler"
"ODRRcZnoUHTZaPQYUtcjncQYlfTTolHIXeRbPEb","dC/IYGQtEXSgdEniZFTmFTuSRbYklTWEVYCw+yX","J09A1701","J09A_J","MYxKbHVnRCGLNSjCwuhuSucbXrV+eqSUcEfBZY/","Hagen","Vorhalle","14","58089","kl/zASokU/emVCxHWQQUAaIrdRohfVUvVKzpKQM","EVU","Standard nach Anzahl Stromzähler"
"TnzRYwBWUjgvWRMQcjJXFuYuTB+sfXstPJESVwB","AiUMKETRTAgEsWELZETQSiQEStCFKKBgutsbUfT","J09A1701","J09A_J","'+ZjEtVCVRLuocVvWBbwhfaLIlSadBfoTLt/tHdG","Hagen","Vorhalle","14","58089","GiEQzTXNJBuSZMXKQZOyTqXlwaCEUCSXlkPjBzV","KSA","Standard nach Anzahl Stromzähler"
"QBqrQmreLvWcWNzPyXkuRetRuMeUAFscGSE+EQI","S+bABLNEpiTQMlNRyGtOXmlZdVWpfs+YYbbZZrY","J09A5405","J09A","wXuGAkYfSZPVNZTUHMPXPvgBefTlaYRI/YiJAY/","Halver","Halver","3","58553","ZTYvWrVWVHJSNMZVfe/QsKRQxCJExAalSaUOWgH","KSA","Standard nach Anzahl Stromzähler"
"RVJLta/TMYo/mKRLyHBXTQNbUKRgcstWPqYBTZV","fnjzdZkgfUsgKAbHkmcxRFOmPhMGrSkOZflPJMj","J09A6101","J09A","qkriJYUajwpLjpTfCcKOieBZlRex+WuQSHTIHnL","Neuenrade","Neuenrade","62","58809","wNwpJSoxfQlVI+VKasYULbQpXOSbxxHnvXgslgE","KSA","Standard nach Anzahl Stromzähler"
"xCEVcUlbWkolIxThZqaquVwqecvsLbPzYcLSRro","VmUMeRVXMnpWgCdVMIPdwQfEQQYRQRNQLmseZkQ","J09A1701","J09A_J","SSUfEKSxhmmXXjxsLVwhuXHS+PFvjZVBB+SsUSw","Hagen","Vorhalle","51","58089","bMASBPVNmYPwOvCVcloZdNjHBkQZZhSzozWLCMc","KSA","Standard nach Anzahl Stromzähler"
"BYrUTcppylSxUoibBhROvwURdQZgbsQVRsVMRHp","MezRDTclYqgWZVvnAJGSPrOZ+ErgyQVISHZlWvG","J09A5403","J09A","MYybqYlgmdwYUPRDYbXeROABhE/meQg+KVJXbqW","Halver","Halver","33","58553","GKAZWQvDzpXgvsUZdqQksEzPhAClbQZuVZQp/nb","EVU","Standard nach Anzahl Stromzähler"
"CVGcjVxTntYGFrUvbzIPZARTORLTjxziSuSQLrN","PHaTbYAlCAJULsrLPrqjOXfGNddWuCWnhlhyNhU","J09A6105","J09A","UxaAVpHFRezjGsAdSxSAaXCStYNxGbOYqoLOhKN","Neuenrade","Neuenrade","37","58809","zSJQuatTANbZtoZKaaORSgJzopeWqCGRqKAUgEx","KSA","Standard nach Anzahl Stromzähler"
"hwXYGBgDCHKZtXDVWbRckVGrXYgPi+WWYVBJXto","PSpoJPcVIbYQyqTUOhvQh+YOYriVKCJKiIuuWk/","J09A5403","J09A","rRofghuXmqmVXuDlvvWbtzyD/nh/SZTVGnhXwef","Halver","Halver","36","58553","/Zo+ZhLMUzggzLHJuyiQdoTJsSHodSOYSFxKfUQ","KSA","Standard nach Anzahl Stromzähler"
"YZFRyjSwuYvQRnBQYOsMNWRCeRxZUGVypUXTzJC","pEJufYRuYQfWDBzCVJgKYjUKv+GovQxTCNQsWui","J09A4011","J09A_L","'++QrEQLqPjVuaEvuauNCaTLMBcSTDpYOdVmJVcR","Lüdenscheid",,"9","58513","dSpuHzsRqpuMkkUzwNrYGOTVPUDuFQvEIBriohj","EVU","Standard nach Anzahl Stromzähler"
"GVztdWSyxYihrqoSfWCWTlHOAxnwPf+yQTXYFPM","DREj/hKYhKWZYfBkxYxQFeZeQhvEZVrhRTRaYlN","J09A1703","J09A_J","DOfLjUUWIrJZKJVBNwcTYsHYYTqXasKYvSVSgvb","Hagen","Vorhalle","3","58089","AvTrSpZLRudiDrIEhSNUQOYMazJzeLt+cRBTnoQ","EVU","Standard nach Anzahl Stromzähler"
"mWUnxZuYdKATVXHkP/LoyaTizTaSAYmNaXXwPAB","eWACYHjWcZZzCczxayAdvGTKTXoyqITDQnsigVT","J09A1702","J09A_J","kRZRpm+kHkMSQkFsdMJXvCwTSYCOjcqWWtOLQPl","Hagen","Vorhalle","56","58089","GrYLsAtYBVznqwNIXaQDsXTHEREiYlEGN/U/Wfk","EVU","Standard nach Anzahl Stromzähler"
"uoD/FihPQZaUUCleQYttIOwBReYWDUwOVZFgFCF","dSLZlrCIxCsYn+LwVDCxXXjEI/SRrAeQZWKnpdv","J09A6105","J09A","UEcw/ETOLWVRsnVAbSBaUZbWZVDtBIZTeUfVSpb","Neuenrade","Neuenrade","23","58809","kjeUFfzKJDzTntvszlAQvfNwAjxY/RQ/WX/FZT/","EVU","Standard nach Anzahl Stromzähler"
"VZlcdajdMvqEUCHURTrzdquYOsoxUABqdoUktOc","iHVodkvgmZrU+SSyGRvunFcVaGR/KLfRvFXCYZm","J09A1702","J09A_J","vwTxvvHqICFvqTLMhazAuXKjTiRuQRDyRXUTXt/","Hagen","Vorhalle","14","58089","KhgwHnheARCznSlTkXxqmIWaScknYlThjEXwGFm","EVU","Standard nach Anzahl Stromzähler"
"TISKkU+/IvWMIwPKQ+gRNyjZYSopTJuIGLvfSPR","sHCYaAUBeMQHzXZmZvEdiVxTRgjw/dgYBvTSZjs","J09A5404","J09A","ZRUQSuQsUhRVDXvSLgtNTzXbFuvgFZFauhuhIEW","Halver","Halver","31","58553","CooTRhwVSQEpdvTYSOPBfMXpMqXOFlqQmOkcZuQ","KSA","Standard nach Anzahl Stromzähler"
"pZCZAscJYCCDstjFsCnleTtfyZpVztKgEdnVSPj","YeGWnPPgmLCmqYc+XvXnfdwQkRePjnSVmMibxnp","J09A6101","J09A","QRHJuRrOoSjVQXgXZSfPsXZZbjiBRJbkExbZeBe","Neuenrade","Neuenrade","36","58809","moTMIOACRopg/YgaduVTyroFUYRDWVRASrRChsr","EVU","Standard nach Anzahl Stromzähler"
"pI+YNsgOiVnSQUTkJXQjScdkqQUUmgSQVqEYEJY","ljxRQ+WWLrdQyVxaiaReEcrLnlSevfbVRTyJmIY","J09A1701","J09A_J","aUEBpI+h/gKEEXACrWVov/eltecyAkSMQbGc+ST","Hagen","Vorhalle","13","58089","CXPsIrGAvIqRlxRWYUTiISdSL/YEROWdZUTylVA","EVU","Standard nach Anzahl Stromzähler"
"oOZRZxXlSZiDxsdjqcxsZYKmZSrewpQYSCMyFTy","MKDAUbJTNpVgnOGXUDRHgkihvGzuMCsRSAZsTeQ","J09A5405","J09A","NHolZprQn+rGaQHKVzyQxnFlWRDwELXLMOPsDvf","Halver","Halver","2","58553","oYYZKZFUNSQItDJUZtBcSmttMDucwInXaWY+Hrk","EVU","Standard nach Anzahl Stromzähler"
"RfVvZfAZCFZmkhUeY/TCZgufLeqwRQlZnicRMYO","pnmLSR/+/zNxArUSXxwYVTVuofdxhOpdTdXxYCR","J09A1701","J09A_J","gnwIWX/UcsuWxRwUpWnudmdZUpJfwnJQxV/vVQe","Hagen","Vorhalle","40","58089","std+QCokCODYaUPwIHaZaWBYTxXzfImRbRkTmRv","EVU","Standard nach Anzahl Stromzähler"
"wTZDNZdGeeYCsZQaYfHUXJUpbZnYKWoxYjL/X/Y","kKTkbcAwUfgUComOnJ+jbqmOqWcYZOeVunaOEYa","J09A1703","J09A_J","rRprHaSCYubMuWQVJWKBUtnsXZzNjEbRCbzZrzW","Hagen","Vorhalle","37","58089","dJETDpyrVQUlVIWEUXrzQzFttM+MDKiZ/ISPjxl","KSA","Standard nach Anzahl Stromzähler"
"EPZbmUTcO+LzVJ/WMXVfiUWrR/XeXUAUUTWvbpa","HyYRaXJCo/UUrvubVdRzsSBRjZnwntHXtC+KOUP","J09A1703","J09A_J","DqAMKrSiHGzUPMRFgpxkhRQMoFcx/bUJWmQDaUK","Hagen","Vorhalle","7","58089","RqsESYZYQuBHJTzYUbRDZZ+ehuRUEBaVkEu+sKA","EVU","Standard nach Anzahl Stromzähler"
"dnKAXuXSNWUxDxAXJG+DxIDTYSoDiaAuhIKnDEs","cTpAocZRpVVgVjhHmhZDvsPQgvVPXnUuZoNEaOf","J09A1704","J09A_J","TXdSteage/bzAQx/ybUurYQOcWGfXDVxmSDIXRh","Hagen","Vorhalle","10","58089","YsXxQWKXocrxnzgRWgwMAFSQBTNYVVvKsMtSnuX","KSA","Standard nach Anzahl Stromzähler"
"hLeSRIotzyvLsQfHLfYUfxFywTSQiMrFFWlFFxk","aLXgXsnLZWSDOHKYa//VYIuPIbTajZeWXqR/uZn","J09A1701","J09A_J","wXylVlCIITkJ+/WDTsImbsJzBwQrMVLSXhRqUTE","Hagen","Vorhalle","4","58089","xSirpeASQdUiYmXtWlzICWETfShvZJLwbOhb/zi","EVU","Standard nach Anzahl Stromzähler"
"CsZwkBHZBTQDBMFVzTC+wXcTa+SrcSVSQtpNGJx","pWTDIZpG+ZApOYxZhZGgM/VqUQmmNkEEBvURPnB","J09A1701","J09A_J","SSVBEQHEWyuyhrwRQDaNHkwckDSQDuwXBjSrvfn","Hagen","Vorhalle","8","58089","gRYaJJTOsFogBDqXeYiwz+pmFyUYSVhLleiB/Cg","EVU","Standard nach Anzahl Stromzähler"
"GhSpCUhXmwEOQPYfuQXmaRNbwhQP/vk/baJyuuN","WFSPlYdYCBQhxTDTReqRxwitQZfYSUUYZpufNoV","J09A1701","J09A_J","kuwpTzRJUwTZYPBnnXEPVdCXKUWCLxSafUasDBB","Hagen","Vorhalle","4","58089","zQngKDKm+iYUUlXGLDQVsHECyXXbDYLWBRNgAZr","EVU","Standard nach Anzahl Stromzähler"
"TQWfTNPyMtkpzLSIV+IIcSWEuYrVmYgayJnZevu","SktJ/+fPVYYGTUUrWwjxQWBsaXNovZcdVPIXUaV","J09A1704","J09A_J","ZuZRsQRgVmMvPkLRUCIYiDqWfLmRFJbQPpuXXWz","Hagen","Vorhalle","17","58089","iDO+lxQARQZubbZinUdUERi/ZUgKmZBIiv/bZU+","EVU","Standard nach Anzahl Stromzähler"
"c+SRYcCJvAUSrhIHzIWHXKjYUQaPVlkFrDflQGG","fcHvVBQMXOPmYTqYRSTSnUYPaUJmNZVniJR+XbH","J09A1702","J09A_J","UEhYdHRUuDYSQrgOTU+zRaRFTZm+ewwSUBWFfIQ","Hagen","Vorhalle","7","58089","sZJJYXGRrlPEXIyEQYwtiZVvbkIJyOdCXJXxoVG","EVU","Standard nach Anzahl Stromzähler"
"mfXasjRUqFTPMBBJH/tQNJYRxQxUzYIhCcoVKTW","PQkyAVWZkxMoS/icILFainHfRTKXYiSHNXGZQZG","J09A4011","J09A_L","umkIAixDBZvaRyZwwQRMVgchEsMfGZbeGRrtPBx","Lüdenscheid",,"32","58513","YQpXfn+AHUFlQv+dFykRfFexLRWfYaSDIGTItJX","EVU","Standard nach Anzahl Stromzähler"
"mNI+vDKpBQBOpIIBVWHDkLZQomvXYTrJSexnMZk","RKgLOAAoiRKzAWYvvFXflwxQMWZSwB+xgpVoMiR","J09A5014","J09A","tcvSZOdLc+fcVxNqoikKCtNVndS+kxwhlBduBkZ","Altena","Altena","3","58762","JZDYryrRhAhmDYRwmvr/bsQhMqTYuEhTRVUHZTM","EVU","Standard nach Anzahl Stromzähler"
"X+jGcYGSrfsAofxUfcMPXKILnECVAjYONVzWNub","thdtdDADtJS+SLNumRgrpOlvjMoD+TQjSxdZdmh","J09A6102","J09A","JcuEYjkaUCKxlgCaWBtOeWQ+yXTYDabNFpXUkIZ","Neuenrade","Neuenrade","28","58809","kswDVDkqxZq+KxDlVCAZVVZkmfayrVJhWVtvXXC","EVU","Standard nach Anzahl Stromzähler"
